"","Name_submitted","Accepted_name","Accepted.Symbol","Range_Size","Precip","pH","Status"
"983","Woodsia phillipsii","Woodsia phillipsii","WOPH",1.32e+11,953.6300049,7.259999633,"native"
"984","Castilleja rigida","Castilleja rigida","CARI12",87036514072,568.460022,1.519999504,"native"
"985","Draba weberi","Draba weberi","DRWE",1575590691,573.2600098,2.489999771,"native"
"986","Grindelia laciniata","Grindelia arizonica","GRLA",1.2e+11,961.9700089,7.179999709,"native"
"987","Carex muriculata","Carex muriculata","CAMU8",50065189890,391.75,1.079999447,"native"
"988","Yucca angustissima","Yucca angustissima","YUAN2",3e+11,1109.469978,7.460000396,"native"
"989","Ageratina rothrockii","Ageratina rothrockii","AGRO5",1.8e+11,1025.420044,7.259999633,"native"
"990","Euphorbia cuphosperma","Euphorbia cuphosperma","EUCU9",1.4e+11,1085.219971,7.259999633,"native"
"991","Aquilegia triternata","Aquilegia desertorum","AQTR",1.67e+11,1025.420044,7.259999633,"native"
"992","Erigeron stanselliae","Erigeron stanselliae","ERST",4217488409,3293.259766,2.349999905,"native"
"993","Lasthenia ornduffii","Lasthenia ornduffii","LAOR3",4217488409,3293.259766,2.349999905,"native"
"994","Psacalium decompositum","Psacalium decompositum","PSDE2",1.05e+11,1025.670044,7.259999633,"native"
"995","Astragalus casei","Astragalus casei","ASCA14",1.45e+11,1662,5.080000401,"native"
"996","Grindelia arizonica","Grindelia arizonica","GRAR2",2.65e+11,1325.059967,7.259999633,"native"
"997","Selenia dissecta","Selenia dissecta","SEDI2",72557241958,414.0499725,2.229999542,"native"
"998","Arabis constancei","Boechera constancei","ARCO12",9081095495,2610.039948,2.829999924,"native"
"999","Justicia wrightii","Justicia wrightii","JUWR",47315907158,339.4000244,2.619999409,"native"
"1000","Astragalus episcopus","Astragalus episcopus","ASEP",2.2e+11,1049.670052,7.460000396,"native"
"1001","Lobelia fenestralis","Lobelia fenestralis","LOFE",1.22e+11,953.6300049,7.259999633,"native"
"1002","Thymophylla setifolia","Thymophylla setifolia","THSE4",82405122690,391.75,2.619999409,"native"
"1003","Eriogonum aliquantum","Eriogonum aliquantum","ERAL11",9733110158,436.7500305,2.71999979,"native"
"1004","Grindelia acutifolia","Grindelia hirsutula","GRAC",9733110158,436.7500305,2.71999979,"native"
"1005","Astragalus malacoides","Astragalus malacoides","ASMA5",30111496660,682.3100281,7.460000396,"native"
"1006","Xylorhiza confertifolia","Xylorhiza confertifolia","XYCO3",30111496660,682.3100281,7.460000396,"native"
"1007","Mentzelia springeri","Mentzelia springeri","MESP5",14839096588,795.7400055,4.549999952,"native"
"1008","Calystegia felix","Calystegia felix","CAFE11",62465567376,1134.089951,4.559999466,"native"
"1009","Galium jepsonii","Galium jepsonii","GAJE",62465567376,1134.089951,4.559999466,"native"
"1010","Heuchera abramsii","Heuchera abramsii","HEAB",62465567376,1134.089951,4.559999466,"native"
"1011","Linanthus concinnus","Linanthus concinnus","LICO2",62465567376,1134.089951,4.559999466,"native"
"1012","Monardella cinerea","Monardella australis subsp. cinerea","MOCI2",62465567376,1134.089951,4.559999466,"native"
"1013","Parnassia cirrata","Parnassia cirrata","PACI2",62465567376,1134.089951,4.559999466,"native"
"1014","Phacelia mohavensis","Phacelia mohavensis","PHMO",62465567376,1134.089951,4.559999466,"native"
"1015","Neolloydia conoidea","Cochemiea conoidea","NECO5",62429276528,510.9099884,1.079999447,"native"
"1016","Hackelia pinetorum","Hackelia pinetorum","HAPI2",1.25e+11,953.6300049,7.259999633,"native"
"1017","Penstemon utahensis","Penstemon utahensis","PEUT",3.77e+11,1282.420044,7.460000396,"native"
"1018","Chamaesyce astyla","Euphorbia astyla","CHAS2",12338274958,153,0.859999657,"native"
"1019","Cymopterus goodrichii","Cymopterus goodrichii","CYGO",76944971952,574.9599991,5.080000401,"native"
"1020","Erigeron neomexicanus","Erigeron neomexicanus","ERNE3",2.14e+11,989.9399414,7.259999633,"native"
"1021","Ephedra funerea","Ephedra funerea","EPFU",1.68e+11,1282.420044,5.220000267,"native"
"1022","Galium uncinulatum","Galium uncinulatum","GAUN",39655996467,744.7299805,4.579999447,"native"
"1023","Verbesina longifolia","Verbesina longifolia","VELO",1.21e+11,953.6300049,7.259999633,"native"
"1024","Galium magnifolium","Galium magnifolium","GAMA3",1.01e+11,1282.420044,7.360000014,"native"
"1025","Pinguicula ionantha","Pinguicula ionantha","PIIO",8544563256,208.960083,2.720000267,"native"
"1026","Ageratum corymbosum","Ageratum corymbosum","AGCO2",8905639714,332.7599792,2.029999733,"native"
"1027","Agastache mearnsii","Agastache mearnsii","AGME2",8905639714,332.7599792,2.029999733,"native"
"1028","Castilleja ornata","Castilleja ornata","CAOR21",8905639714,332.7599792,2.029999733,"native"
"1029","Castilleja tomentosa","Castilleja tomentosa","CATO2",8905639714,332.7599792,2.029999733,"native"
"1030","Eriogonum atrorubens","Eriogonum atrorubens","ERAT2",8905639714,332.7599792,2.029999733,"native"
"1031","Flourensia pringlei","Flourensia pringlei","FLPR2",8905639714,332.7599792,2.029999733,"native"
"1032","Ipomopsis pinnata","Ipomopsis pinnata","IPPI",8905639714,332.7599792,2.029999733,"native"
"1033","Machaeranthera gypsitherma","Leucosyris blepharophylla","MAGY2",8905639714,332.7599792,2.029999733,"native"
"1034","Yucca madrensis","Yucca madrensis","YUMA4",8905639714,332.7599792,2.029999733,"native"
"1035","Arctostaphylos myrtifolia","Arctostaphylos myrtifolia","ARMY",4181762777,1258.309937,3.75999999,"native"
"1036","Orobanche multicaulis","Orobanche cooperi subsp. latiloba","ORMU3",81200464321,477.9000244,4.700000286,"native"
"1037","Astragalus fucatus","Astragalus fucatus","ASFU2",2e+11,1034.010048,7.460000396,"native"
"1038","Monnina wrightii","Monnina wrightii","MOWR",1.57e+11,1032.27005,7.259999633,"native"
"1039","Scutellaria sapphirina","Scutellaria sapphirina","SCSA6",1.12e+11,860.2699966,5.080000401,"native"
"1040","Cirsium rothrockii","Cirsium arizonicum var. rothrockii","CIRO",2.12e+11,1049.670052,7.259999633,"native"
"1041","Arabis pinzliae","Boechera pinzliae","ARPI2",17173888530,1608.879997,4.980000019,"native"
"1042","Polemonium chartaceum","Polemonium chartaceum","POCH3",17173888530,1608.879997,4.980000019,"native"
"1043","Polanisia uniglandulosa","Cleome uniglandulosa","POUN3",94504022290,562.6800232,3.599999905,"native"
"1044","Elionurus barbiculmis","Elionurus barbiculmis","ELBA",1.28e+11,829.5200272,5.619999647,"native"
"1045","Bulbostylis funckii","Bulbostylis funckii","BUFU",1.27e+11,1013.939949,5.619999647,"native"
"1046","Leucophyllum minus","Leucophyllum minus","LEMI4",79012009657,391.75,2.619999409,"native"
"1047","Sophora gypsophila","Dermatophyllum gypsophilum","SOGY80",37816794994,758.1800079,4.669999599,"native"
"1048","Viola calcicola","Viola calcicola","VICA8",37816794994,758.1800079,4.669999599,"native"
"1049","Abronia bigelovii","Abronia bigelovii","ABBI",29735857328,968.8399811,4.549999952,"native"
"1050","Arabis shockleyi","Boechera shockleyi","ARSH",2.66e+11,1282.420044,5.080000401,"native"
"1051","Eriogonum brandegeei","Eriogonum brandegeei","ERBR9",12277561483,868.8799591,2.890000343,"native"
"1052","Lepidospartum latisquamum","Lepidospartum latisquamum","LELA4",2e+11,1662,5.080000401,"native"
"1053","Pseudognaphalium jaliscense","Pseudognaphalium jaliscense","PSJA4",1.64e+11,1092.069977,7.259999633,"native"
"1054","Astrolepis windhamii","Hemionitis windhamii","ASWI4",84672521604,688.0499725,3.989999771,"native"
"1055","Astragalus subcinereus","Astragalus subcinereus","ASSU6",1.65e+11,1042.040047,7.460000396,"native"
"1056","Verbena macdougalii","Verbena macdougalii","VEMA",3.3e+11,1436.77005,7.460000396,"native"
"1057","Phemeranthus brevifolius","Phemeranthus brevifolius","PHBR16",2.31e+11,1034.010048,7.460000396,"native"
"1058","Castilleja dissitiflora","Castilleja dissitiflora","CADI20",95110342441,638.6500015,5.080000401,"native"
"1059","Sclerocactus papyracanthus","Sclerocactus papyracanthus","SCPA10",1.69e+11,1092.069977,7.2299999,"native"
"1060","Delphinium sapellonis","Delphinium sapellonis","DESA",40768484353,996.6199799,4.919999838,"native"
"1061","Astragalus neomexicanus","Astragalus neomexicanus","ASNE4",45352854080,758.1800079,4.700000286,"native"
"1062","Macbridea alba","Macbridea alba","MAAL7",6973947168,206.460083,2.720000267,"native"
"1063","Nyssa ursina","Nyssa ursina","NYUR2",6973947168,206.460083,2.720000267,"native"
"1064","Scutellaria floridana","Scutellaria floridana","SCFL4",6973947168,206.460083,2.720000267,"native"
"1065","Cymopterus constancei","Vesper constancei","CYCO22",35439976709,996.6199799,4.549999952,"native"
"1066","Desmanthus glandulosus","Desmanthus glandulosus","DEGL8",1.92e+11,989.6899414,4.92999959,"native"
"1067","Eremocrinum albomarginatum","Eremocrinum albomarginatum","ERAL",1.26e+11,1034.010048,7.460000396,"native"
"1068","Asclepias rusbyi","Asclepias rusbyi","ASRU6",1.66e+11,966.4599686,7.360000014,"native"
"1069","Mentzelia conspicua","Mentzelia conspicua","MECO24",15179587763,960.8799744,4.549999952,"native"
"1070","Selaginella pilifera","Selaginella pilifera","SEPI",64636106444,391.75,2.619999409,"native"
"1071","Ephedra cutleri","Ephedra cutleri","EPCU",2.64e+11,1034.010048,7.460000396,"native"
"1072","Yucca faxoniana","Yucca faxoniana","YUFA",64394043265,424.9799805,2.619999409,"native"
"1073","Sanvitalia abertii","Sanvitalia abertii","SAAB",4.63e+11,1134.089951,7.259999633,"native"
"1074","Phlox caryophylla","Phlox caryophylla","PHCA14",28285438356,1201.829971,4.549999952,"native"
"1075","Plagiobothrys torreyi","Plagiobothrys torreyi","PLTO",33409875047,2749.599945,5.819999933,"native"
"1076","Astragalus chuskanus","Astragalus chuskanus","ASCH13",57408003040,1018.550049,7.179999709,"native"
"1077","Lewisia stebbinsii","Lewisia stebbinsii","LEST6",17315691744,1583.389893,2.679999828,"native"
"1078","Verbena perennis","Verbena perennis","VEPE",1.38e+11,856.2600098,4.929999828,"native"
"1079","Grusonia clavata","Grusonia clavata","GRCL",1.51e+11,1054.799973,5.309999943,"native"
"1080","Menodora spinescens","Menodora spinescens","MESP2",2.52e+11,1282.420044,5.82000041,"native"
"1081","Aristolochia wrightii","Aristolochia wrightii","ARWR2",58209184149,424.9799805,2.779999733,"native"
"1082","Perityle quinqueflora","Perityle quinqueflora","PEQU",65504630165,766.210022,4.669999599,"native"
"1083","Grindelia revoluta","Grindelia hirsutula","GRRE",5508504028,507.9500122,2.740000248,"native"
"1084","Oreoxis humilis","Cymopterus humilis","ORHU",5508504028,507.9500122,2.740000248,"native"
"1085","Selaginella lepidophylla","Selaginella lepidophylla","SELE2",84197421024,406.719986,1.079999447,"native"
"1086","Gutierrezia wrightii","Gutierrezia wrightii","GUWR",1.76e+11,1032.27005,7.259999633,"native"
"1087","Muhlenbergia setifolia","Muhlenbergia setifolia","MUSE",1.72e+11,931.7899475,5.309999943,"native"
"1088","Mentzelia candelariae","Mentzelia candelariae","MECA8",94492624252,574.9599991,5.080000401,"native"
"1089","Loeseliastrum depressum","Loeseliastrum depressum","LODE8",2.86e+11,1662,5.080000401,"native"
"1090","Schiedeella arizonica","Schiedeella arizonica","SCAR8",1.53e+11,989.6899414,5.339999676,"native"
"1091","Sorbus dumosa","Sorbus scopulina","SODU2",2.05e+11,1092.069977,7.259999633,"native"
"1092","Sicyos microphyllus","Sicyos microphyllus","SIMI8",44363678658,439.9499664,2.229999542,"native"
"1093","Halimolobos diffusa","Halimolobos diffusa","HADI4",1.76e+11,821.4300003,5.619999647,"native"
"1094","Gayophytum oligospermum","Gayophytum oligospermum","GAOL",73366216767,1134.089951,4.559999466,"native"
"1095","Sisyrinchium longipes","Sisyrinchium longipes","SILO5",1.34e+11,1025.670044,7.259999633,"native"
"1096","Cymopterus spellenbergii","Cymopterus spellenbergii","CYSP",20883707144,996.6199799,4.549999952,"native"
"1097","Tonestus microcephalus","Lorandersonia microcephala","TOMI",20883707144,996.6199799,4.549999952,"native"
"1098","Mahonia fremontii","Berberis fremontii","MAFR3",5.1e+11,1182.229965,7.460000396,"native"
"1099","Lepidospartum burgessii","Lepidospartum burgessii","LEBU2",28964062274,766.210022,4.639999866,"native"
"1100","Erythranthe carsonensis","Erythranthe carsonensis","ERCA9",20445733602,1552.599945,4.460000038,"native"
"1101","Ostrya knowltonii","Ostrya knowltonii","OSKN",1.9e+11,977.6300125,7.460000396,"native"
"1102","Potentilla crinita","Potentilla crinita","POCR4",2.29e+11,1361.429962,7.460000396,"native"
"1103","Pinus leiophylla","Pinus leiophylla","PILE",1.41e+11,1032.27005,7.259999633,"native"
"1104","Drymaria glandulosa","Drymaria glandulosa","DRGL5",1.4e+11,1085.469971,7.259999633,"native"
"1105","Mammillaria lasiacantha","Mammillaria lasiacantha","MALA2",1.14e+11,781.1800079,4.669999599,"native"
"1106","Adenophyllum cooperi","Adenophyllum cooperi","ADCO2",2.33e+11,1282.420044,5.82000041,"native"
"1107","Ranunculus hydrocharoides","Ranunculus hydrocharoides","RAHY",2.61e+11,1662,7.259999633,"native"
"1108","Vicia leucophaea","Vicia leucophaea","VILE3",1.16e+11,1025.420044,7.259999633,"native"
"1109","Quercus hypoleucoides","Quercus hypoleucoides","QUHY",1.43e+11,1025.420044,7.259999633,"native"
"1110","Galium munzii","Galium munzii","GAMU3",2.26e+11,1134.089951,7.360000014,"native"
"1111","Hieracium carneum","Hieracium carneum","HICA4",1.15e+11,953.6300049,7.259999633,"native"
"1112","Isocoma rusbyi","Isocoma rusbyi","ISRU2",2.59e+11,1174.020027,7.460000396,"native"
"1113","Amaranthus wrightii","Amaranthus wrightii","AMWR",1.69e+11,977.6300125,7.2299999,"native"
"1114","Peteria thompsoniae","Peteria thompsoniae","PETH5",2.79e+11,1282.420044,7.460000396,"native"
"1115","Philadelphus argyrocalyx","Philadelphus microphyllus var. argyrocalyx","PHAR10",1.3e+11,953.6300049,7.259999633,"native"
"1116","Dalea flavescens","Dalea flavescens","DAFL",1.54e+11,1026.380043,7.460000396,"native"
"1117","Valeriana arizonica","Valeriana arizonica","VAAR3",3.93e+11,1217.660042,7.259999633,"native"
"1118","Cymopterus newberryi","Cymopterus newberryi","CYNE",1.93e+11,1034.010048,7.460000396,"native"
"1119","Psorothamnus thompsoniae","Psorothamnus thompsoniae","PSTH",1.1e+11,961.9700089,7.460000396,"native"
"1120","Chorisiva nevadensis","Euphrosyne nevadensis","CHNE12",1.6e+11,1662,5.080000401,"native"
"1121","Parryella filifolia","Parryella filifolia","PAFI4",2.49e+11,1158.360023,7.2299999,"native"
"1122","Astragalus chamaemeniscus","Astragalus chamaemeniscus","ASCH5",1.13e+11,968.6499405,5.080000401,"native"
"1123","Tiquilia hispidissima","Tiquilia hispidissima","TIHI",1.58e+11,784.7200165,5.309999943,"native"
"1124","Muhlenbergia repens","Muhlenbergia repens","MURE",4.12e+11,1025.670044,7.460000396,"native"
"1125","Stevia serrata","Stevia serrata","STSE2",1.38e+11,1025.420044,7.259999633,"native"
"1126","Oenothera longissima","Oenothera longissima","OELO",3.66e+11,1282.420044,7.460000396,"native"
"1127","Halenia rothrockii","Halenia rothrockii","HARO5",1.1e+11,1025.670044,7.259999633,"native"
"1128","Lesquerella valida","Physaria valida","LEVA2",67114058320,822.0700073,4.839999676,"native"
"1129","Calylophus tubicula","Oenothera tubicula","CATU6",1.12e+11,634.1099701,4.700000286,"native"
"1130","Phacelia rafaelensis","Phacelia rafaelensis","PHRA9",58693795356,836.3800125,5.490000486,"native"
"1131","Mimulus ovatus","Diplacus ovatus","MIOV2",19217121789,1342.029999,4.460000038,"native"
"1132","Ranunculus aestivalis","Ranunculus acriformis var. aestivalis","RAAE",13403572581,674.7999725,4.240000248,"native"
"1133","Heuchera duranii","Heuchera parvifolia","HEDU3",1.22e+11,1662,5.080000401,"native"
"1134","Silene nachlingerae","Silene nachlingerae","SINA2",1.15e+11,1033.89994,5.080000401,"native"
"1135","Gomphrena nitida","Gomphrena nitida","GONI",1.08e+11,989.6899414,4.92999959,"native"
"1136","Tradescantia wrightii","Tradescantia wrightii","TRWR",1.21e+11,798.3600159,5.309999943,"native"
"1137","Pseudognaphalium pringlei","Pseudognaphalium pringlei","PSPR2",1e+11,805.2700195,4.92999959,"native"
"1138","Penstemon rubicundus","Penstemon rubicundus","PERU5",20835035558,739.0900192,4.980000019,"native"
"1139","Packera sanguisorboides","Packera sanguisorboides","PASA12",96710050064,1054.799973,4.940000057,"native"
"1140","Frasera paniculata","Frasera paniculata","FRPA2",2.62e+11,1097.689949,7.460000396,"native"
"1141","Acalypha californica","Acalypha californica","ACCA3",36748741007,790.8599854,4.169999599,"native"
"1142","Astragalus cyaneus","Astragalus cyaneus","ASCY",25830834906,996.6199799,4.549999952,"native"
"1143","Lesquerella cordiformis","Physaria cordiformis","LECO7",1.44e+11,1033.89994,5.080000401,"native"
"1144","Penstemon strictiformis","Penstemon strictiformis","PEST9",1.24e+11,1093.809975,7.179999709,"native"
"1145","Cyperus fendlerianus","Cyperus fendlerianus","CYFE2",3.77e+11,1129.839973,7.259999633,"native"
"1146","Cryptantha abata","Cryptantha abata","CRAB2",2.54e+11,1055.630043,7.460000396,"native"
"1147","Phlox stansburyi","Phlox longifolia","PHST11",4.65e+11,2835.949951,7.460000396,"native"
"1148","Dasylirion leiophyllum","Dasylirion leiophyllum","DALE2",93317902713,424.9799805,3.289999485,"native"
"1149","Tiquilia latior","Tiquilia latior","TILA6",2.39e+11,1068.640045,7.460000396,"native"
"1150","Achnatherum perplexum","Eriocoma perplexa","ACPE13",1.64e+11,1027.319977,4.940000057,"native"
"1151","Draba helleriana","Draba helleriana","DRHE",3.48e+11,1318.459961,7.259999633,"native"
"1152","Hymenoxys subintegra","Hymenoxys subintegra","HYSU",58627081621,953.6300049,7.219999671,"native"
"1153","Phaseolus parvulus","Phaseolus parvulus","PHPA7",93054578089,1025.420044,7.259999633,"native"
"1154","Solanum fendleri","Solanum stoloniferum","SOFE",1.97e+11,1025.420044,7.259999633,"native"
