"","Name_submitted","Accepted_name","Family","Order","HybProp","Hyb_Ratio","perc_per","perc_wood","perc_ag","floral_symm","mating_system","repro_syndrome","pollination_syndrome","RedList","tavg","C_value","CV_C_value"
"211","Bidens","Bidens","Asteraceae","Asterales",0.324569945,0.126582278,"0.327868852","0.012658228",0.00210989,"0","1","1","1","2.555555556","0.59125","2.183333333","41.22731085"
"212","Bifora","Bifora","Apiaceae","Apiales",0,0,"0","0",0.003968254,".","1","1","1",".",".",".","."
"213","Bilderdykia","Fallopia","Polygonaceae","Caryophyllales",0,0,"0.333333333","0.333333333",0.002727273,".",".",".",".",".",".",".","."
"214","Billardiera","Billardiera","Pittosporaceae","Apiales",0,0,"1","0.5",0.005,".",".",".",".",".",".",".","."
"215","Biscutella","Biscutella","Brassicaceae","Brassicales",0,0,"0.871794872",".",0.00485306,".","1","1","1","4",".","1.29","49.33303125"
"216","Bistorta","Bistorta","Polygonaceae","Caryophyllales",0,0,"1","0",0.002727273,".",".",".",".",".",".",".","."
"217","Blechnum","Blechnum","Blechnaceae","Monilophyta",0,0,"1","0",0,".","1","1",".","2.25",".",".","."
"218","Blennosperma","Blennosperma","Asteraceae","Asterales",0,0,"0","0",0.00210989,".",".",".",".",".",".",".","."
"219","Blephilia","Blephilia","Lamiaceae","Lamiales",0,0,"1","0",0.004320557,".",".",".",".",".",".",".","."
"220","Bloomeria","Bloomeria","Asparagaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"221","Blumea","Blumea","Asteraceae","Asterales",0,0,".","0",0.00210989,"0",".",".",".",".",".",".","."
"222","Blysmus","Blysmus","Cyperaceae","Poales",0,0,"1","0",0.00045977,".","1","0.5","0",".",".",".","."
"223","Bobea","Bobea","Rubiaceae","Gentianales",16.66666667,0.25,"1","1",6e-04,".",".",".",".","2.5",".",".","."
"224","Boechera","Boechera","Brassicaceae","Brassicales",0.534759358,0.088235294,"0.847222222","0",0.00485306,".",".",".",".",".",".","0.24","0"
"225","Boerhavia","Boerhavia","Nyctaginaceae","Caryophyllales",0,0,"0.461538462","0",0.005063291,"0",".",".","1",".",".",".","."
"226","Bolanthus","Bolanthus","Caryophyllaceae","Caryophyllales",0,0,"1","0",0.001818182,".",".",".",".",".",".",".","."
"227","Bombycilaena","Bombycilaena","Asteraceae","Asterales",0,0,"0","0",0.00210989,".",".",".","1",".",".",".","."
"228","Borago","Borago","Boraginaceae","Boraginales",0,0,"0.5","0",0.001824818,".","1","1","1",".","0.915","1.75","."
"229","Borderea","Dioscorea","Dioscoreaceae","Dioscoreales",0,0,"1","0",0.009195402,".",".",".",".",".",".",".","."
"230","Bornmuellera","Bornmuellera","Brassicaceae","Brassicales",0,0,"1","0",0.00485306,".",".",".",".",".",".","1.09","."
"231","Boronia","Boronia","Rutaceae","Sapindales",0,0,"1","1",0.001652893,".",".",".",".",".",".",".","."
"232","Boschniakia","Boschniakia","Orobanchaceae","Lamiales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"233","Bossiaea","Bossiaea","Fabaceae","Fabales",0,0,"1","1",0.096494845,".",".",".",".",".",".",".","."
"234","Bothriochloa","Bothriochloa","Poaceae","Poales",0,0,"1","0",0.074314214,".","0","0.5","0","3",".",".","."
"235","Botrychium","Botrychium","Ophioglossaceae","Monilophyta",0,0,"1","0",0,".","1","1",".",".",".","8.306666667","39.54803008"
"236","Bouteloua","Bouteloua","Poaceae","Poales",0.284900285,0.037037037,"0.796296296","0",0.074314214,".",".",".",".",".",".",".","."
"237","Boykinia","Boykinia","Saxifragaceae","Saxifragales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"238","Brachiaria","Urochloa","Poaceae","Poales",0,0,"0","0",0.074314214,".",".",".","0",".",".",".","."
"239","Brachyactis","Symphyotrichum","Asteraceae","Asterales",0,0,".","0",0.00210989,".",".",".",".",".",".",".","."
"240","Brachyelytrum","Brachyelytrum","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".",".",".",".",".","."
"241","Brachyglottis","Brachyglottis","Asteraceae","Asterales",100,0.5,"1","1",0.00210989,".",".",".",".","1.875",".",".","."
"242","Brachyloma","Brachyloma","Ericaceae","Ericales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"243","Brachypodium","Brachypodium","Poaceae","Poales",2.222222222,0.1,"0.7","0",0.074314214,".","1","0.5","0",".",".","0.572222222","36.17847615"
"244","Brachyscome","Brachyscome","Asteraceae","Asterales",0,0,"0.735294118","0",0.00210989,".",".",".",".",".",".",".","."
"245","Bracteantha","Xerochrysum","Asteraceae","Asterales",0,0,"0.6","0",0.00210989,".",".",".",".",".",".",".","."
"246","Brassica","Brassica","Brassicaceae","Brassicales",0.12987013,0.035714286,"0.259259259","0.06779661",0.00485306,"0","1","1","1",".","0.37","0.925151515","36.57966381"
"247","Braya","Braya","Brassicaceae","Brassicales",0,0,"1","0",0.00485306,".",".",".",".",".",".","1.05","."
"248","Brickellia","Brickellia","Asteraceae","Asterales",0.362318841,0.041666667,"1","0.8125",0.00210989,".",".",".","1",".",".",".","."
"249","Brighamia","Brighamia","Campanulaceae","Asterales",0,0,"1","1",0,".",".",".",".","4",".","1.05","."
"250","Brimeura","Brimeura","Asparagaceae","Asparagales",0,0,"1","0",0,".",".",".",".","4",".","8.4","."
"251","Briza","Briza","Poaceae","Poales",0,0,"0.1875","0",0.074314214,".","1","0.75","0",".",".","6.954814815","23.92674775"
"252","Brodiaea","Brodiaea","Asparagaceae","Asparagales",1.098901099,0.071428571,"1","0",0,".",".",".",".",".",".",".","."
"253","Bromopsis","Bromus","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".",".",".",".",".","."
"254","Bromus","Bromus","Poaceae","Poales",0.031735957,0.02173913,"0.317391304","0",0.074314214,".","1","0.880952381","0",".","0.0185","8.390131579","32.17300086"
"255","Bryonia","Bryonia","Cucurbitaceae","Cucurbitales",0,0,"1","0",0.024852071,".","0.75","1","1",".",".","2.158","24.71426572"
"256","Buddleja","Buddleja","Scrophulariaceae","Lamiales",1.098901099,0.071428571,"1","1",0.001764706,"0","1","1","1","2.6","0.93","1.246666667","27.43581311"
"257","Bufonia","Bufonia","Caryophyllaceae","Caryophyllales",0,0,"0.714285714","0",0.001818182,".",".",".","1",".",".",".","."
"258","Buglossoides","Buglossoides","Boraginaceae","Boraginales",0,0,"0.428571429","0",0.001824818,".","1","0.5","1",".",".",".","."
"259","Bulbine","Bulbine","Xanthorrhoeaceae","Asparagales",0,0,"0.666666667","0",0,"0",".",".","1","0",".","16.40846154","33.7347424"
"260","Bulbocodium","Colchicum","Colchicaceae","Liliales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"261","Bulbostylis","Bulbostylis","Cyperaceae","Poales",0,0,"1","0",0.00045977,".",".",".","0",".",".",".","."
"262","Bunias","Bunias","Brassicaceae","Brassicales",0,0,"0.166666667","0",0.00485306,".","1","0.75","1",".",".","2.39","11.08929142"
"263","Bunium","Bunium","Apiaceae","Apiales",0,0,"1","0",0.003968254,".","1","1","1",".",".",".","."
"264","Buphthalmum","Buphthalmum","Asteraceae","Asterales",0,0,"1","0",0.00210989,".","1","0.5","1",".",".","2.45","0"
"265","Bupleurum","Bupleurum","Apiaceae","Apiales",0,0,"0.414893617","0.14893617",0.003968254,".","1","0.857142857","1","4",".","2.491666667","34.02759147"
"266","Bursaria","Bursaria","Pittosporaceae","Apiales",0,0,"1","1",0.005,".",".",".",".",".",".",".","."
"267","Buxus","Buxus","Buxaceae","Buxales",0,0,"1","1",0,".","1","1","1","2",".","1.115","38.68476561"
"268","Cacalia","Vernonia","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".","1",".",".",".","."
"269","Cachrys","Cachrys","Apiaceae","Apiales",0,0,"1","0",0.003968254,".",".",".",".",".",".",".","."
"270","Caesalpinia","Caesalpinia","Fabaceae","Fabales",0,0,"1","0.8",0.096494845,"1",".",".","1","1.833333333",".","1.55","39.63937331"
"271","Caesia","Caesia","Xanthorrhoeaceae","Asparagales",0,0,"1","0",0,"0",".",".",".",".",".",".","."
"272","Cakile","Cakile","Brassicaceae","Brassicales",0,0,"0","0",0.00485306,".","1","1","1",".",".","0.68","."
"273","Caladenia","Caladenia","Orchidaceae","Asparagales",0.54446461,0.155172414,"1","0",0,".",".",".",".",".",".",".","."
"274","Calamagrostis","Calamagrostis","Poaceae","Poales",1.341463415,0.268292683,"1","0",0.074314214,".","0.9375","0.5","0","2","0.929","5.74375","26.76071151"
"275","Calamintha","Calamintha","Lamiaceae","Lamiales",0,0,"1","0",0.004320557,".",".",".",".",".",".",".","."
"276","Calamovilfa","Sporobolus","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".",".",".",".",".","."
"277","Calandrinia","Calandrinia","Montiaceae","Caryophyllales",0,0,"0.05","0",0,".",".",".","1","1",".","1.07","."
"278","Caleana","Caleana","Orchidaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"279","Calendula","Calendula","Asteraceae","Asterales",1.818181818,0.090909091,"0.181818182","0",0.00210989,".","1","1","1","4",".",".","."
"280","Calicotome","Calicotome","Fabaceae","Fabales",0,0,"1","1",0.096494845,".",".",".","1",".",".",".","."
"281","Callianthemum","Callianthemum","Ranunculaceae","Ranunculales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"282","Callirhoe","Callirhoe","Malvaceae","Malvales",0,0,"0.8","0",0.006153846,".",".",".",".",".",".",".","."
"283","Callistemon","Melaleuca","Myrtaceae","Myrtales",0,0,"1","1",0.003243243,"0",".",".",".",".",".","1.15","31.9616973"
"284","Callitriche","Callitriche","Plantaginaceae","Lamiales",0,0,"0.196428571","0",0.005925926,".","1","0.444444444","0","0",".","2.298461538","56.74045044"
"285","Callitris","Callitris","Cupressaceae","Pinophyta",0,0,"1","1",0.007142857,".",".",".","0","0.933333333",".","9.7","10.0900224"
"286","Calocephalus","Calocephalus","Asteraceae","Asterales",0,0,"0.666666667","0",0.00210989,".",".",".",".",".",".",".","."
"287","Calochilus","Calochilus","Orchidaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"288","Calochortus","Calochortus","Liliaceae","Liliales",0.134680135,0.036363636,"1","0",0,".",".",".",".",".",".","5.35","."
"289","Calotis","Calotis","Asteraceae","Asterales",0,0,"0.833333333","0",0.00210989,".",".",".","1",".",".",".","."
"290","Calycadenia","Calycadenia","Asteraceae","Asterales",0,0,"0","0",0.00210989,".",".",".",".",".",".","1.48","."
"291","Calycoseris","Calycoseris","Asteraceae","Asterales",0,0,"0","0",0.00210989,".",".",".",".",".",".",".","."
"292","Calylophus","Oenothera","Onagraceae","Myrtales",0,0,"1","0",0.001538462,".",".",".",".",".",".",".","."
"293","Calyptridium","Calyptridium","Montiaceae","Caryophyllales",1.282051282,0.076923077,"0.307692308","0",0,".",".",".",".",".",".",".","."
"294","Calystegia","Calystegia","Convolvulaceae","Solanales",1.176470588,0.2,"1","0.057142857",0.044375,".","1","0.5","1",".",".","0.8","."
"295","Calytrix","Calytrix","Myrtaceae","Myrtales",0,0,"1","1",0.003243243,".",".",".",".",".",".",".","."
"296","Camassia","Camassia","Asparagaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".","2.575","5.565289281"
"297","Camelina","Camelina","Brassicaceae","Brassicales",0,0,"0","0",0.00485306,".","1","1","1",".",".",".","."
"298","Camissonia","Camissonia","Onagraceae","Myrtales",0.699300699,0.227272727,"0.112676056","0.007042254",0.001538462,".",".",".",".",".",".",".","."
"299","Campanula","Campanula","Campanulaceae","Asterales",0.005569479,0.005263158,"0.707100592","0",0,".","1","0.80952381","1","0","0.7125","1.955","28.60243016"
"300","Camphorosma","Camphorosma","Amaranthaceae","Caryophyllales",0,0,"0.5","0.5",0.041463415,".",".",".","0",".",".",".","."
"301","Canavalia","Canavalia","Fabaceae","Fabales",3.571428571,0.125,"1","0",0.096494845,"1",".",".","1","4",".",".","."
"302","Capsella","Capsella","Brassicaceae","Brassicales",4.761904762,0.142857143,"0.357142857","0",0.00485306,".","1","1","1",".","0.046666667","0.448333333","35.99426902"
"303","Caragana","Caragana","Fabaceae","Fabales",0,0,"1","1",0.096494845,".","1","1","1",".",".","1.6","."
"304","Caralluma","Caralluma","Apocynaceae","Gentianales",0,0,"1","0",0.000658617,"0",".",".",".",".",".",".","."
"305","Cardamine","Cardamine","Brassicaceae","Brassicales",0.16722408,0.076086957,"0.673469388","0",0.00485306,".","1","0.615384615","1","2",".","0.824210526","49.90911071"
"306","Cardaminopsis","Arabidopsis","Brassicaceae","Brassicales",0,0,"0.9","0",0.00485306,".",".",".",".",".",".",".","."
"307","Cardaria","Lepidium","Brassicaceae","Brassicales",3.571428571,0.125,"1","0",0.00485306,".",".",".",".",".",".",".","."
"308","Cardiospermum","Cardiospermum","Sapindaceae","Sapindales",0,0,"0.75","0",0.001265823,".",".",".","1",".",".",".","."
"309","Carduncellus","Carthamus","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".",".",".",".",".","."
"310","Carduus","Carduus","Asteraceae","Asterales",0.480769231,0.153846154,"0.330769231","0",0.00210989,"0","1","0.8","1",".","0.806","4.28","."
"311","Carex","Carex","Cyperaceae","Poales",0.024607728,0.104582844,"1","0",0.00045977,".","1","0.5","0.008474576","2.416666667","0.17","0.419318182","46.22570709"
"312","Carlina","Carlina","Asteraceae","Asterales",0,0,"0.653846154","0",0.00210989,".","1","0.75","1",".",".","4.326","16.91235139"
"313","Carpesium","Carpesium","Asteraceae","Asterales",0,0,"0.5","0",0.00210989,".","1","1","1",".",".",".","."
"314","Carpha","Carpha","Cyperaceae","Poales",0,0,"1","0",0.00045977,".",".",".",".",".",".",".","."
"315","Carpinus","Carpinus","Betulaceae","Fagales",0,0,"1","1",0.054545455,".","1","1","0","4",".","1.03","."
"316","Carpobrotus","Carpobrotus","Aizoaceae","Caryophyllales",2.564102564,0.153846154,"1","0.384615385",0.000990099,"0",".",".","1",".",".",".","."
"317","Carthamus","Carthamus","Asteraceae","Asterales",1.666666667,0.125,"0.058823529","0",0.00210989,".","1","1","1",".",".","1.762941176","44.68554251"
"318","Carum","Carum","Apiaceae","Apiales",0,0,"0.785714286","0",0.003968254,".","1","1","1","4",".","4.78","."
"319","Carya","Carya","Juglandaceae","Fagales",3.80952381,0.266666667,"1","1",0,".",".",".",".",".",".","0.83","."
"320","Cassia","Cassia","Fabaceae","Fabales",0,0,"0.5","0",0.096494845,"1",".",".","1","2.5",".","0.976666667","2.364574481"
"321","Cassinia","Cassinia","Asteraceae","Asterales",20,0.5,"1","1",0.00210989,".",".",".",".",".",".",".","."
"322","Cassiope","Cassiope","Ericaceae","Ericales",0,0,"1","1",0,".",".","1","1",".",".",".","."
"323","Cassytha","Cassytha","Lauraceae","Laurales",0,0,"1","0",4e-04,"0",".",".","1",".",".",".","."
"324","Castanea","Castanea","Fagaceae","Fagales",0,0,"1","1",0.001492537,".","1","1","0.5",".",".","0.875","0"
"325","Castilleja","Castilleja","Orobanchaceae","Lamiales",0.385964912,0.144736842,"0.818181818","0.037974684",0,".",".",".","1","1",".",".","."
"326","Casuarina","Casuarina","Casuarinaceae","Fagales",0,0,"1","1",0.094736842,".",".",".","0",".",".","0.45","31.42696805"
"327","Catalpa","Catalpa","Bignoniaceae","Lamiales",0,0,"1","1",0.01,".",".",".",".","2",".",".","."
"328","Catananche","Catananche","Asteraceae","Asterales",0,0,"0.5","0",0.00210989,".",".",".","1",".",".",".","."
"329","Catapodium","Catapodium","Poaceae","Poales",16.66666667,0.25,"0","0",0.074314214,".","1","1","0",".",".","3.4","."
"330","Caulanthus","Streptanthus","Brassicaceae","Brassicales",0,0,"0.368421053","0",0.00485306,".",".",".",".",".",".","0.59","30.82463302"
"331","Caulophyllum","Caulophyllum","Berberidaceae","Ranunculales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"332","Caustis","Caustis","Cyperaceae","Poales",0,0,"1","0",0.00045977,".",".",".",".",".",".",".","."
"333","Ceanothus","Ceanothus","Rhamnaceae","Rosales",0.653120464,0.169811321,"1","1",0.004444444,".",".",".",".",".",".",".","."
"334","Cedrus","Cedrus","Pinaceae","Pinophyta",0,0,"1","1",0.004761905,".",".",".","0","0.5","0.91","16.14375","1.239284262"
"335","Celastrus","Celastrus","Celastraceae","Celastrales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"336","Celmisia","Celmisia","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".",".",".",".",".","."
"337","Celtis","Celtis","Cannabaceae","Rosales",0,0,"1","1",0.017647059,".",".",".","0","1.583333333",".","1.29","0"
"338","Cenchrus","Cenchrus","Poaceae","Poales",0,0,"0.266666667","0",0.074314214,".",".",".","0","4",".","3.146666667","69.19092241"
"339","Centaurea","Centaurea","Asteraceae","Asterales",0.062784492,0.086642599,"0.715135738","0.021276596",0.00210989,"0","1","0.958333333","1","3.5","0.978","1.543934426","24.72579688"
"340","Centaurium","Centaurium","Gentianaceae","Gentianales",0.929152149,0.19047619,"0.047619048","0",0,".","1","1","1","4",".","1.23","."
"341","Centipeda","Centipeda","Asteraceae","Asterales",0,0,"0.375","0",0.00210989,".",".",".","1",".",".",".","."
"342","Centrolepis","Centrolepis","Centrolepidaceae","Poales",0,0,"0.166666667","0",0,".",".",".",".",".",".",".","."
"343","Cephalanthera","Cephalanthera","Orchidaceae","Asparagales",3.571428571,0.125,"1","0",0,".","1","0.5","1",".",".","16.42","2.27495241"
"344","Cephalaria","Cephalaria","Caprifoliaceae","Dipsacales",0,0,"0.785714286","0.071428571",0,".",".",".","1",".",".","5.06","19.78891561"
"345","Cerastium","Cerastium","Caryophyllaceae","Caryophyllales",0.153508772,0.072916667,"0.5625","0",0.001818182,".","1","0.733333333","1","3",".","2.077777778","47.88014012"
"346","Ceratocephalus","Spilanthes","Ranunculaceae","Ranunculales",0,0,"0","0",0,".",".",".",".",".",".",".","."
"347","Ceratochloa","Bromus","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".",".",".",".",".","."
"348","Ceratophyllum","Ceratophyllum","Ceratophyllaceae","Ceratophyllales",0,0,"1","0",0,".","1","0.25","0",".",".","0.69","."
"349","Cercidium","Parkinsonia","Fabaceae","Fabales",0,0,"1","1",0.096494845,".",".",".",".",".",".",".","."
"350","Cercocarpus","Cercocarpus","Rosaceae","Rosales",10.71428571,0.375,"1","1",0.001060071,".",".",".",".","4",".",".","."
"351","Cerinthe","Cerinthe","Boraginaceae","Boraginales",0,0,"0.205128205","0",0.001824818,".","1","0.75","1",".",".","0.95","."
"352","Cestrum","Cestrum","Solanaceae","Solanales",0,0,"1","1",0.089837398,".",".",".","1","3.333333333",".",".","."
"353","Chaenactis","Chaenactis","Asteraceae","Asterales",0.865800866,0.090909091,"0.386363636","0",0.00210989,".",".",".",".",".",".",".","."
"354","Chaenomeles","Chaenomeles","Rosaceae","Rosales",0,0,"1","1",0.001060071,".","1","1","1",".",".","0.6","."
"355","Chaenorhinum","Chaenorhinum","Plantaginaceae","Lamiales",0,0,"0.458333333","0",0.005925926,".","1","1","1",".",".",".","."
"356","Chaerophyllum","Chaerophyllum","Apiaceae","Apiales",0,0,"0.59375","0",0.003968254,".","1","0.7","1",".",".",".","."
"357","Chamaebatia","Chamaebatia","Rosaceae","Rosales",0,0,"1","1",0.001060071,".",".",".",".",".",".",".","."
"358","Chamaecrista","Chamaecrista","Fabaceae","Fabales",0,0,".","0",0.096494845,"0.666666667",".",".","1","2","0.665",".","."
"359","Chamaecyparis","Chamaecyparis","Cupressaceae","Pinophyta",5,0.1,"1","1",0.007142857,".",".",".",".","1.1","0.977","10.63923077","11.62669103"
"360","Chamaecytisus","Chamaecytisus","Fabaceae","Fabales",1.176470588,0.2,"1","1",0.096494845,".",".",".",".",".",".",".","."
"361","Chamaemelum","Chamaemelum","Asteraceae","Asterales",0,0,"0.4","0",0.00210989,".","1","1","1",".",".","5.24","2.42899276"
"362","Chamaesaracha","Chamaesaracha","Solanaceae","Solanales",0,0,"1","0",0.089837398,".",".",".",".",".",".",".","."
"363","Chamaespartium","Genista","Fabaceae","Fabales",0,0,"1","1",0.096494845,".",".",".",".",".",".",".","."
"364","Chamaesyce","Chamaesyce","Euphorbiaceae","Malpighiales",0.144230769,0.046153846,"0.464285714","0.169230769",0.01239531,".",".",".",".","2.958333333",".",".","."
