"","Name_submitted","Accepted_name","Group","Order","Family","Genus","Orignal_Name","Seed_Dispersal_Category","Seed_Dispersal_Orignal_Discription","Seed_Dispersal_Data_Source"
"31340","Myrcia neopauciflora","Myrcia neopauciflora","Superrosidae","Myrtales","Myrtaceae","Aulomyrcia","Myrcia neopauciflora","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31341","Austromyrtus dulcis","Austromyrtus dulcis","Superrosidae","Myrtales","Myrtaceae","Austromyrtus","Austromyrtus dulcis","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31342","Austromyrtus tenuifolia","Austromyrtus tenuifolia","Superrosidae","Myrtales","Myrtaceae","Austromyrtus","Austromyrtus tenuifolia","Zoochory","bird","Australian Fire Ecology Database"
"31343","Hysterobaeckea behrii","Hysterobaeckea behrii","Superrosidae","Myrtales","Myrtaceae","Babingtonia","Babingtonia behrii","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31344","Backhousia myrtifolia","Backhousia myrtifolia","Superrosidae","Myrtales","Myrtaceae","Backhousia","Backhousia myrtifolia","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31345","Baeckea brevifolia","Baeckea brevifolia","Superrosidae","Myrtales","Myrtaceae","Baeckea","Baeckea brevifolia","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31346","Rinzia orientalis","Rinzia orientalis","Superrosidae","Myrtales","Myrtaceae","Baeckea","Baeckea crassifolia","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31347","Baeckea diosmifolia","Baeckea diosmifolia","Superrosidae","Myrtales","Myrtaceae","Baeckea","Baeckea diosmifolia","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31348","Rinzia ericaea","Rinzia ericaea","Superrosidae","Myrtales","Myrtaceae","Baeckea","Baeckea ericaea","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31349","Baeckea gunniana","Baeckea gunniana","Superrosidae","Myrtales","Myrtaceae","Baeckea","Baeckea gunniana","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31350","Baeckea imbricata","Baeckea imbricata","Superrosidae","Myrtales","Myrtaceae","Baeckea","Baeckea imbricata","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31351","Baeckea latifolia","Baeckea latifolia","Superrosidae","Myrtales","Myrtaceae","Baeckea","Baeckea latifolia","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31352","Baeckea linifolia","Baeckea linifolia","Superrosidae","Myrtales","Myrtaceae","Baeckea","Baeckea linifolia","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31353","Baeckea utilis","Baeckea utilis","Superrosidae","Myrtales","Myrtaceae","Baeckea","Baeckea utilis s.l.","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31354","Melaleuca scitula","Melaleuca scitula","Superrosidae","Myrtales","Myrtaceae","Beaufortia","Beaufortia elegans","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31355","Melaleuca empetrifolia","Melaleuca empetrifolia","Superrosidae","Myrtales","Myrtaceae","Beaufortia","Beaufortia empetrifolia","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31356","Melaleuca micrantha","Melaleuca micrantha","Superrosidae","Myrtales","Myrtaceae","Beaufortia","Beaufortia micrantha","Zoochory","zoochory","AusTraits, a curated plant trait database for the Australian flora"
"31357","Blepharocalyx salicifolius","Blepharocalyx salicifolius","Superrosidae","Myrtales","Myrtaceae","Blepharocalyx","Blepharocalyx salicifolius","Zoochory","Animal","Traits and ecological strategies of 66 subtropical tree species in the Brazilian Atlantic Forest"
"31358","Melaleuca brachyandra","Melaleuca brachyandra","Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon brachyandrus","Zoochory","endozoochory","AusTraits, a curated plant trait database for the Australian flora"
"31359","Melaleuca citrina","Melaleuca citrina","Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon citrinus","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31360","Melaleuca flavovirens","Melaleuca flavovirens","Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon flavovirens","Anemochory","wind","Australian Fire Ecology Database"
"31361","Callistemon forresterae",NA,"Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon forresterae","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31362","Callistemon genofluvialis",NA,"Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon genofluvialis","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31363","Callistemon kenmorrisonii",NA,"Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon kenmorrisonii","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31364","Melaleuca linearis","Melaleuca linearis","Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon linearis","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31365","Melaleuca rugulosa","Melaleuca rugulosa","Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon rugulosus","Zoochory","endozoochory","AusTraits, a curated plant trait database for the Australian flora"
"31366","Callistemon nyallingensis",NA,"Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon nyallingensis","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31367","Melaleuca pallida","Melaleuca pallida","Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon pallidus","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31368","Melaleuca faucicola","Melaleuca faucicola","Superrosidae","Myrtales","Myrtaceae","Callistemon","Melaleuca fauicola","Zoochory","endozoochory","AusTraits, a curated plant trait database for the Australian flora"
"31369","Melaleuca pityoides","Melaleuca pityoides","Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon pityoides","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31370","Melaleuca williamsii","Melaleuca williamsii","Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon pungens","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31371","Melaleuca paludicola","Melaleuca paludicola","Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon sieberi","Zoochory","endozoochory","AusTraits, a curated plant trait database for the Australian flora"
"31372","Melaleuca subulata","Melaleuca subulata","Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon subulatus","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31373","Melaleuca orophila","Melaleuca orophila","Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon teretifolius","Zoochory","endozoochory","AusTraits, a curated plant trait database for the Australian flora"
"31374","Melaleuca wimmerensis","Melaleuca wimmerensis","Superrosidae","Myrtales","Myrtaceae","Callistemon","Callistemon wimmerensis","Zoochory","endozoochory","AusTraits, a curated plant trait database for the Australian flora"
"31375","Melaleuca gilesii","Melaleuca gilesii","Superrosidae","Myrtales","Myrtaceae","Calothamnus","Calothamnus gilesii","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31376","Calycorectes bergii","Calycorectes bergii","Superrosidae","Myrtales","Myrtaceae","Calycorectes","Calycorectes bergii","Zoochory","Animal","KEW Seed Information Database (SID)"
"31377","Calycorectes ferrugineus","Calycorectes ferrugineus","Superrosidae","Myrtales","Myrtaceae","Calycorectes","Calycorectes ferrugineus","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31378","Eugenia acutata","Eugenia acutata","Superrosidae","Myrtales","Myrtaceae","Calycorectes","Calycorectes heringerianus","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31379","Myrcia loranthifolia","Myrcia loranthifolia","Superrosidae","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes brasiliensis","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31380","Myrcia neoclusiifolia","Myrcia neoclusiifolia","Superrosidae","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes clusiifolia","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31381","Myrcia glomerata","Myrcia glomerata","Superrosidae","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes concinna","Zoochory","Animal","Traits and ecological strategies of 66 subtropical tree species in the Brazilian Atlantic Forest"
"31382","Myrcia lonchophylla","Myrcia lonchophylla","Superrosidae","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes lanceolata","Zoochory","Animal","KEW Seed Information Database (SID)"
"31383","Calyptranthes longifolia","Calyptranthes pleophlebia","Superrosidae","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes longifolia","Zoochory","mammal","Global Seed Mass, Plant Height Database"
"31384","Myrcia florifera","Myrcia florifera","Superrosidae","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes multiflora","Zoochory","Animal","KEW Seed Information Database (SID)"
"31385","Calyptranthes pallens","Myrcia chytraculia var. pauciflora","Superrosidae","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes pallens","Zoochory","animal","Cold Tolerance, Seed Size and Height of North American Forest Tree Species"
"31386","Myrcia pulchella","Myrcia pulchella","Superrosidae","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes pulchella","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31387","Myrcia zuzygium","Myrcia zuzygium","Superrosidae","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes zuzygium","Zoochory","animal","Cold Tolerance, Seed Size and Height of North American Forest Tree Species"
"31388","Calytrix alpestris","Calytrix alpestris","Superrosidae","Myrtales","Myrtaceae","Calytrix","Calytrix alpestris","Zoochory","zoochory","AusTraits, a curated plant trait database for the Australian flora"
"31389","Calytrix carinata","Calytrix carinata","Superrosidae","Myrtales","Myrtaceae","Calytrix","Calytrix carinata","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31390","Calytrix exstipulata","Calytrix exstipulata","Superrosidae","Myrtales","Myrtaceae","Calytrix","Calytrix exstipulata","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31391","Calytrix glaberrima","Calytrix glaberrima","Superrosidae","Myrtales","Myrtaceae","Calytrix","Calytrix glaberrima","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31392","Calytrix gypsophila","Calytrix gypsophila","Superrosidae","Myrtales","Myrtaceae","Calytrix","Calytrix gypsophila","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31393","Calytrix involucrata","Calytrix involucrata","Superrosidae","Myrtales","Myrtaceae","Calytrix","Calytrix involucrata","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31394","Calytrix longiflora","Calytrix longiflora","Superrosidae","Myrtales","Myrtaceae","Calytrix","Calytrix longiflora","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31395","Calytrix smeatoniana","Calytrix smeatoniana","Superrosidae","Myrtales","Myrtaceae","Calytrix","Calytrix smeatoniana","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31396","Calytrix tetragona","Calytrix tetragona","Superrosidae","Myrtales","Myrtaceae","Calytrix","Calytix tetragona","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31397","Campomanesia adamantium","Campomanesia adamantium","Superrosidae","Myrtales","Myrtaceae","Campomanesia","Campomanesia adamantium","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31398","Campomanesia aromatica","Campomanesia aromatica","Superrosidae","Myrtales","Myrtaceae","Campomanesia","Campomanesia costata","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31399","Campomanesia eugenioides","Campomanesia eugenioides","Superrosidae","Myrtales","Myrtaceae","Campomanesia","Campomanesia eugenioides","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31400","Campomanesia grandiflora","Campomanesia grandiflora","Superrosidae","Myrtales","Myrtaceae","Campomanesia","Campomanesia grandiflora","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31401","Campomanesia guaviroba","Campomanesia guaviroba","Superrosidae","Myrtales","Myrtaceae","Campomanesia","Campomanesia guaviroba","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31402","Campomanesia guazumifolia","Campomanesia guazumifolia","Superrosidae","Myrtales","Myrtaceae","Campomanesia","Campomanesia guazumifolia","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31403","Campomanesia lineatifolia","Campomanesia lineatifolia","Superrosidae","Myrtales","Myrtaceae","Campomanesia","Campomanesia lineatifolia","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31404","Campomanesia pabstiana","Campomanesia pabstiana","Superrosidae","Myrtales","Myrtaceae","Campomanesia","Campomanesia pabstiana","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31405","Campomanesia pubescens","Campomanesia pubescens","Superrosidae","Myrtales","Myrtaceae","Campomanesia","Campomanesia pubescens","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31406","Campomanesia rhombea","Campomanesia rhombea","Superrosidae","Myrtales","Myrtaceae","Campomanesia","Campomanesia rhombea","Zoochory","Animal","Traits and ecological strategies of 66 subtropical tree species in the Brazilian Atlantic Forest"
"31407","Campomanesia rufa","Campomanesia rufa","Superrosidae","Myrtales","Myrtaceae","Campomanesia","Campomanesia rufa","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31408","Campomanesia sessiliflora","Campomanesia sessiliflora","Superrosidae","Myrtales","Myrtaceae","Campomanesia","Campomanesia sessiliflora","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31409","Campomanesia velutina","Campomanesia velutina","Superrosidae","Myrtales","Myrtaceae","Campomanesia","Campomanesia velutina","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"31410","Campomanesia xanthocarpa","Campomanesia xanthocarpa","Superrosidae","Myrtales","Myrtaceae","Campomanesia","Campomanesia xanthocarpa","Zoochory","Animal","Traits and ecological strategies of 66 subtropical tree species in the Brazilian Atlantic Forest"
"31411","Chamelaucium drummondii","Chamelaucium drummondii","Superrosidae","Myrtales","Myrtaceae","Chamelaucium","Chamelaucium drummondii","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31412","Corymbia abbreviata","Corymbia abbreviata","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia abbreviata","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31413","Corymbia aparrerinja","Corymbia aparrerinja","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia aparrerinja","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31414","Corymbia blakei","Corymbia blakei","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia blakei","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31415","Corymbia bleeseri","Corymbia bleeseri","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia bleeseri","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31416","Corymbia bloxsomei","Corymbia bloxsomei","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia bloxsomei","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31417","Corymbia calophylla","Corymbia calophylla","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia calophylla","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31418","Corymbia candida","Corymbia candida","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia candida","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31419","Corymbia chippendalei","Corymbia chippendalei","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia chippendalei","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31420","Corymbia citriodora","Corymbia citriodora","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia citriodora","Anemochory","Wind","KEW Seed Information Database (SID)"
"31421","Corymbia clarksoniana","Corymbia clarksoniana","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia clarksoniana","Zoochory","zoochory","AusTraits, a curated plant trait database for the Australian flora"
"31422","Corymbia clavigera","Corymbia clavigera","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia clavigera","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31423","Corymbia collina","Corymbia collina","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia collina","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31424","Corymbia confertiflora","Corymbia confertiflora","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia confertiflora","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31425","Corymbia dallachiana","Corymbia dallachiana","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia dallachiana","Zoochory","zoochory","AusTraits, a curated plant trait database for the Australian flora"
"31426","Corymbia dichromophloia","Corymbia dichromophloia","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia dichromophloia","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31427","Corymbia eremaea","Corymbia eremaea","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia eremaea","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31428","Corymbia eximia","Corymbia eximia","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia eximia","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31429","Corymbia ferriticola","Corymbia ferriticola","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia ferriticola","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31430","Corymbia ferruginea","Corymbia ferruginea","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia ferruginea","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31431","Corymbia ficifolia","Corymbia ficifolia","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia ficifolia","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31432","Corymbia foelscheana","Corymbia foelscheana","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia foelscheana","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31433","Corymbia gilbertensis","Corymbia gilbertensis","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia gilbertensis","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31434","Corymbia grandifolia","Corymbia grandifolia","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia grandifolia","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31435","Corymbia gummifera","Corymbia gummifera","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia gummifera","Zoochory","zoochory","AusTraits, a curated plant trait database for the Australian flora"
"31436","Corymbia haematoxylon","Corymbia haematoxylon","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia haematoxylon","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31437","Corymbia henryi","Corymbia henryi","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia henryi","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31438","Corymbia intermedia","Corymbia intermedia","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia intermedia","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31439","Corymbia lenziana","Corymbia lenziana","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia lenziana","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31440","Corymbia maculata","Corymbia maculata","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia maculata","Zoochory","zoochory","AusTraits, a curated plant trait database for the Australian flora"
"31441","Corymbia nesophila","Corymbia nesophila","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia nesophila","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31442","Corymbia papuana","Corymbia papuana","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia papuana","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31443","Corymbia peltata","Corymbia peltata","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia peltata","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31444","Corymbia polycarpa","Corymbia polycarpa","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia polycarpa","Zoochory","zoochory","AusTraits, a curated plant trait database for the Australian flora"
"31445","Corymbia porrecta","Corymbia porrecta","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia porrecta","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31446","Corymbia ptychocarpa","Corymbia ptychocarpa","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia ptychocarpa","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31447","Corymbia setosa","Corymbia setosa","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia setosa","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31448","Corymbia terminalis","Corymbia terminalis","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia tumescens","Zoochory","zoochory","AusTraits, a curated plant trait database for the Australian flora"
"31449","Corymbia tessellaris","Corymbia tessellaris","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia tessellaris","Zoochory","zoochory","AusTraits, a curated plant trait database for the Australian flora"
"31450","Corymbia torelliana","Corymbia torelliana","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia torelliana","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31451","Corymbia trachyphloia","Corymbia trachyphloia","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia trachyphloia","Zoochory","zoochory","AusTraits, a curated plant trait database for the Australian flora"
"31452","Corymbia watsoniana","Corymbia watsoniana","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia watsoniana","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31453","Corymbia zygophylla","Corymbia zygophylla","Superrosidae","Myrtales","Myrtaceae","Corymbia","Corymbia zygophylla","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31454","Darwinia biflora","Darwinia biflora","Superrosidae","Myrtales","Myrtaceae","Darwinia","Darwinia biflora","Zoochory","ant","Australian Fire Ecology Database"
"31455","Darwinia camptostylis","Darwinia camptostylis","Superrosidae","Myrtales","Myrtaceae","Darwinia","Darwinia camptostylis","Zoochory","zoochory","AusTraits, a curated plant trait database for the Australian flora"
"31456","Darwinia diminuta","Darwinia diminuta","Superrosidae","Myrtales","Myrtaceae","Darwinia","Darwinia diminuta","Zoochory","ant","Australian Fire Ecology Database"
"31457","Darwinia fascicularis","Darwinia fascicularis","Superrosidae","Myrtales","Myrtaceae","Darwinia","Darwinia fascicularis","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31458","Darwinia glaucophylla","Darwinia glaucophylla","Superrosidae","Myrtales","Myrtaceae","Darwinia","Darwinia glaucophylla","Zoochory","ant","Australian Fire Ecology Database"
"31459","Darwinia grandiflora","Darwinia grandiflora","Superrosidae","Myrtales","Myrtaceae","Darwinia","Darwinia grandiflora","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31460","Darwinia micropetala","Darwinia micropetala","Superrosidae","Myrtales","Myrtaceae","Darwinia","Darwinia micropetala","Zoochory","zoochory","AusTraits, a curated plant trait database for the Australian flora"
"31461","Darwinia procera","Darwinia procera","Superrosidae","Myrtales","Myrtaceae","Darwinia","Darwinia procera","Zoochory","ant","Australian Fire Ecology Database"
"31462","Decaspermum gracilentum","Decaspermum gracilentum","Superrosidae","Myrtales","Myrtaceae","Decaspermum","Decaspermum gracilentum","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"31463","Decaspermum humile","Decaspermum humile","Superrosidae","Myrtales","Myrtaceae","Decaspermum","Decaspermum humile","Zoochory","endozoochory","AusTraits, a curated plant trait database for the Australian flora"
"31464","Decaspermum parviflorum","Decaspermum parviflorum","Superrosidae","Myrtales","Myrtaceae","Decaspermum","Decaspermum parviflorum","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"31465","Eucalyptus acaciiformis","Eucalyptus acaciiformis","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus acaciaeformis","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31466","Eucalyptus accedens","Eucalyptus accedens","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus accedens","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31467","Eucalyptus acmenoides","Eucalyptus acmenoides","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus acmenoides","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31468","Eucalyptus agglomerata","Eucalyptus agglomerata","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus agglomerata","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31469","Eucalyptus aggregata","Eucalyptus aggregata","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus aggregata","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31470","Eucalyptus cypellocarpa","Eucalyptus cypellocarpa","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus alaticaulis","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31471","Eucalyptus alba","Eucalyptus alba","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus alba","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31472","Eucalyptus albens","Eucalyptus albens","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus albens","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31473","Eucalyptus albopurpurea","Eucalyptus albopurpurea","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus albopurpurea","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31474","Eucalyptus alligatrix","Eucalyptus alligatrix","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus alligatrix","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31475","Eucalyptus alpina","Eucalyptus alpina","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus alpina","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31476","Eucalyptus _ ambigua",NA,"Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus nitida","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31477","Eucalyptus amplifolia","Eucalyptus amplifolia","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus amplifolia","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31478","Eucalyptus amygdalina","Eucalyptus amygdalina","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus amygdalina","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31479","Eucalyptus andrewsii","Eucalyptus andrewsii","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus andrewsii","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31480","Eucalyptus angophoroides","Eucalyptus angophoroides","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus angophoroides","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31481","Eucalyptus angulosa","Eucalyptus angulosa","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus angulosa","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31482","Eucalyptus annulata","Eucalyptus annulata","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus annulata","Anemochory","wind","Global Seed Mass, Plant Height Database"
