"","Name_submitted","Accepted_name","Family","Order","Superorder","Group (Dicot, Monocot, Gymnosperm, Fern)","Sample reference code","Life cycle habit (annual, biennial, perennial)","Plant growth habit (aquatic, forb, graminoid,  herbaceous vine, liana, shrub, tree)","Nearctic","Neotropic","Palearctic","Afrotropic","Indo-Malay","Australasia","Oceania","Number of Biogeographic Realms","Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Dry Broadleaf Forests","Tropical and Subtropical Coniferous Forests","Temperate Broadleaf and Mixed Forests","Temperate Coniferous Forests","Boreal Forests/Taiga","Tropical and Subtropical Grasslands, Savannas, and Shrublands","Temperate Grasslands, Savannas, and Shrublands","Flooded Grasslands and Savannas","Montane Grasslands and Shrublands","Tundra","Mediterranean Forests, Woodlands, and Scrub","Deserts and Xeric Shrublands","Mangroves","Number of Biomes","C (%)","S (%)","R (%)","CSR","Colour values for SigmaPlot","Growth habit (grey shade)","Growth habit (colour)","Growth habit (symbol)"
"71","Aidia densiflora (Wall.) Masam.","Aidia densiflora","Rubiaceae","Gentianales","Asteranae","Dicot","SJ Wright Pasoh","perennial","tree",0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.2961046233155,60.5126024071716,1.1912929695129,"CS","@rgb(98,154,3)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"72","Ailanthus altissima (Mill.) Swingle","Ailanthus altissima","Simaroubaceae","Sapindales","Rosanae","Dicot","Cerabolini/Pierce","perennial","tree",0,0,1,0,1,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,5,74.9211411869737,21.3216346517357,3.75722416129069,"C/CS","@rgb(191,54,10)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"73","Aira praecox L.","Aira praecox","Poaceae","Poales","Lilianae","Monocot","Kleyer","annual","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,0,56.6063389621877,43.3936610378123,"SR","@rgb(0,144,111)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"74","Ajuga chamaepitys (L.) Schreber chamaepitys","Ajuga chamaepitys subsp. chamaepitys","Lamiaceae","Lamiales","Asteranae","Dicot","Cerabolini/Pierce","annual","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,11.9221798582734,3.73466896154494,84.3431511801817,"R","@rgb(30,10,215)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"75","Ajuga genevensis L.","Ajuga genevensis","Lamiaceae","Lamiales","Asteranae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,26.1710179037578,0,73.8289820962422,"R/CR","@rgb(67,0,188)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"76","Ajuga orientalis L.","Ajuga orientalis","Lamiaceae","Lamiales","Asteranae","Dicot","Soudzilovskaia","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,32.684649494032,42.2560127121902,25.0593377937778,"CSR","@rgb(83,108,64)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"77","Ajuga pyramidalis L.","Ajuga pyramidalis","Lamiaceae","Lamiales","Asteranae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,27.1925837861933,41.1170262957272,31.6903899180795,"CSR","@rgb(69,105,81)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"78","Ajuga reptans L.","Ajuga reptans","Lamiaceae","Lamiales","Asteranae","Dicot","Cerabolini","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,5,23.8475713791197,16.865564335888,59.2868642849924,"R/CSR","@rgb(61,43,151)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"79","Alangium ebenaceum (C.B. Clarke) Harms","Alangium ebenaceum","Alangiaceae","Cornales","Asteranae","Dicot","SJ Wright Pasoh","perennial","tree",0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,49.718091534831,50.281908465169,0,"CS","@rgb(127,128,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"80","Albizia julibrissin Durazz.","Albizia julibrissin","Fabaceae","Fabales","Rosanae","Dicot","Cerabolini/Pierce","perennial","tree",0,0,1,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,4,61.8160211569174,24.6237955311532,13.5601833119294,"C/CSR","@rgb(158,63,35)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"81","Alcea rosea L.","Alcea rosea","Malvaceae","Malvales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,72.5084255963379,14.1688025998886,13.3227718037735,"C/CS","@rgb(185,36,34)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"82","Alchemilla alpina L.","Alchemilla alpina","Rosaceae","Rosales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,15.1630160486264,66.9405270367835,17.8964569145901,"S/SR","@rgb(39,171,46)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"83","Alchemilla caucasica Buser","Alchemilla caucasica","Rosaceae","Rosales","Rosanae","Dicot","Soudzilovskaia","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,17.2759897788698,68.705627255219,14.0183829659113,"S/CS","@rgb(44,175,36)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"84","Alchemilla glabra Neygenf.","Alchemilla glabra","Rosaceae","Rosales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,25.4183599925217,40.1732781183925,34.4083618890859,"CSR","@rgb(65,102,88)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"85","Alchemilla glaucescens Wallr.","Alchemilla glaucescens","Rosaceae","Rosales","Rosanae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,32.7680307832642,42.3986127448192,24.8333564719167,"CS/CSR","@rgb(84,108,63)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"86","Alchemilla mollis (Buser) Rothm.","Alchemilla mollis","Rosaceae","Rosales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,60.0053347917249,24.1545897865993,15.8400754216759,"C/CSR","@rgb(153,62,40)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"87","Alchemilla monticola Opiz","Alchemilla monticola","Rosaceae","Rosales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,42.5764709121603,33.6769377076003,23.7465913802395,"CS/CSR","@rgb(109,86,61)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"88","Alchemilla pentaphyllea L.","Alchemilla pentaphyllea","Rosaceae","Rosales","Rosanae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,13.3171490786575,44.0156111769245,42.667239744418,"SR/CSR","@rgb(34,112,109)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"89","Alchemilla propinqua Lindb. fil. ex Juz.","Alchemilla propinqua","Rosaceae","Rosales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,39.7987953689214,32.8851233070866,27.3160813239921,"CSR","@rgb(101,84,70)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"90","Alchemilla subcrenata Buser","Alchemilla subcrenata","Rosaceae","Rosales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,41.006161976174,27.84825880514,31.1455792186859,"CSR","@rgb(105,71,79)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"91","Alchemilla subglobosa G.C. Westerl.","Alchemilla subglobosa","Rosaceae","Rosales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,38.5631207900134,31.7633667845076,29.6735124254791,"CSR","@rgb(98,81,76)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"92","Alchemilla vulgaris L.","Alchemilla vulgaris","Rosaceae","Rosales","Rosanae","Dicot","Soudzilovskaia","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,37.1576272143579,38.9892343864733,23.8531383991688,"CS/CSR","@rgb(95,99,61)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"93","Alchemilla xanthochlora Rothm.","Alchemilla xanthochlora","Rosaceae","Rosales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,56.3227770289858,20.1040209729103,23.5732019981039,"C/CSR","@rgb(144,51,60)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"94","Alchornea costaricensis Pax & K. Hoffm.","Alchornea costaricensis","Euphorbiaceae","Malpighiales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,33.5559942399264,52.0276769936783,14.4163287663952,"CS/CSR","@rgb(86,133,37)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"95","Alchornea latifolia Sw.","Alchornea latifolia","Euphorbiaceae","Malpighiales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,4,47.8124517138265,35.2936533081869,16.8938949779866,"CS/CSR","@rgb(122,90,43)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"96","Alibertia edulis (Rich.) A. Rich. ex DC.","Alibertia edulis","Rubiaceae","Gentianales","Asteranae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,36.8191194577323,48.4614879118593,14.7193926304085,"CS/CSR","@rgb(94,124,38)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"97","Alibertia myrciifolia K. Schum.","Cordiera myrciifolia","Rubiaceae","Gentianales","Asteranae","Dicot","Pinho","perennial","shrub",0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4,41.0215782735561,58.9784217264439,0,"CS","@rgb(105,150,0)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"98","Alisma lanceolatum With.","Alisma lanceolatum","Alismataceae","Alismatales","Lilianae","Monocot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,5,44.9234263451456,0,55.0765736548544,"CR","@rgb(115,0,140)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"99","Alisma plantago-aquatica L.","Alisma plantago-aquatica","Alismataceae","Alismatales","Lilianae","Monocot","Kleyer","perennial","aquatic",0,0,1,0,1,0,0,2,1,0,0,1,1,1,0,0,0,1,0,1,0,0,6,71.183569686651,0,28.816430313349,"C/CR","@rgb(182,0,73)","@rgb(192,192,192)","@rgb(0,0,255)","@symbol(5,512,0)"
"100","Alliaria petiolata (M. Bieb.) Cavara & Grande","Alliaria petiolata","Brassicaceae","Brassicales","Rosanae","Dicot","Cerabolini/Pierce","biennial","forb",0,0,1,0,1,0,0,2,0,0,1,1,1,1,0,0,0,1,0,1,1,0,7,56.2453917821089,1.05596549792472,42.6986427199664,"CR","@rgb(143,3,109)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"101","Allium carinatum L.","Allium carinatum","Amaryllidaceae","Asparagales","Lilianae","Monocot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,39.8963770685578,0,60.1036229314422,"CR","@rgb(102,0,153)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"102","Allium insubricum Boiss. & Reut.","Allium insubricum","Amaryllidaceae","Asparagales","Lilianae","Monocot","Cerabolini","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,53.347201722037,0,46.652798277963,"CR","@rgb(136,0,119)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"103","Allium paradoxum (M. Bieb.) G. Don","Allium paradoxum","Amaryllidaceae","Asparagales","Lilianae","Monocot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,44.5998828152685,0,55.4001171847315,"CR","@rgb(114,0,141)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"104","Allium senescens L.","Allium senescens","Amaryllidaceae","Asparagales","Lilianae","Monocot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,49.5979340260981,0,50.4020659739019,"CR","@rgb(126,0,129)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"105","Allium sphaerocephalon L.","Allium sphaerocephalon","Amaryllidaceae","Asparagales","Lilianae","Monocot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,39.9547262659776,0,60.0452737340224,"CR","@rgb(102,0,153)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"106","Allium ursinum L. ursinum","Allium ursinum","Amaryllidaceae","Asparagales","Lilianae","Monocot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,45.6581363093324,0,54.3418636906676,"CR","@rgb(116,0,139)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"107","Allium vineale L.","Allium vineale","Amaryllidaceae","Asparagales","Lilianae","Monocot","Díaz","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,48.4488647618174,4.31572517104717,47.2354100671355,"CR","@rgb(124,11,120)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"108","Allophylus psilospermus Radlk.","Allophylus psilospermus","Sapindaceae","Sapindales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,50.1981874292322,27.6842495422489,22.1175630285189,"C/CSR","@rgb(128,71,56)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"109","Alnus cordata (Loisel.) Loisel.","Alnus cordata","Betulaceae","Fagales","Rosanae","Dicot","Cerabolini/Pierce","perennial","tree",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,42.7069363315863,34.3825153767299,22.9105482916838,"CS/CSR","@rgb(109,88,58)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"110","Alnus glutinosa (L.) Gaertn.","Alnus glutinosa","Betulaceae","Fagales","Rosanae","Dicot","Díaz","perennial","tree",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,25.4206234392573,62.6802922062437,11.899084354499,"S/CS","@rgb(65,160,30)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"111","Alnus incana (L.) Moench","Alnus incana","Betulaceae","Fagales","Rosanae","Dicot","Kleyer","perennial","shrub",1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,1,1,0,7,40.1214095803772,35.3028520512353,24.5757383683875,"CS/CSR","@rgb(102,90,63)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"112","Alnus viridis (Chaix) DC.","Alnus alnobetula subsp. alnobetula","Betulaceae","Fagales","Rosanae","Dicot","Kleyer","perennial","tree",1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,32.8729506418469,40.357591704831,26.7694576533221,"CSR","@rgb(84,103,68)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"113","Alopecurus aequalis Sobol.","Alopecurus aequalis","Poaceae","Poales","Lilianae","Monocot","Kleyer","perennial","graminoid",1,0,1,0,1,0,0,3,1,0,0,1,1,1,0,1,0,1,1,1,1,0,9,22.6824645080168,7.54171984951536,69.7758156424679,"R/CR","@rgb(58,19,178)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"114","Alopecurus geniculatus L.","Alopecurus geniculatus","Poaceae","Poales","Lilianae","Monocot","Kleyer","annual","graminoid",1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,13.0921763082718,27.3409410153722,59.566882676356,"R/CSR","@rgb(33,70,152)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"115","Alopecurus pratensis L.","Alopecurus pratensis","Poaceae","Poales","Lilianae","Monocot","Kleyer","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,11.8808161732682,58.7790219339373,29.3401618927945,"S/CSR","@rgb(30,150,75)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"116","Alphonsea maingayi Hook. f. & Thomson","Alphonsea maingayi","Annonaceae","Magnoliales","Magnolianae","Dicot","SJ Wright Pasoh","perennial","tree",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.5207824817639,60.0526854481938,9.42653207004232,"S/CS","@rgb(78,153,24)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"117","Alseis blackiana Hemsl.","Alseis blackiana","Rubiaceae","Gentianales","Asteranae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.0741285372061,28.7643845744983,19.1614868882956,"C/CSR","@rgb(133,73,49)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"118","Alseis pickelii Pilger & Schmale","Alseis pickelii","Rubiaceae","Gentianales","Asteranae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,51.2152772704013,28.4362179094239,20.3485048201748,"C/CSR","@rgb(131,73,52)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"119","Althaea officinalis L.","Althaea officinalis","Malvaceae","Malvales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,49.0417004542452,17.4940964666383,33.4642030791165,"CR/CSR","@rgb(125,45,85)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"120","Alyssum alyssoides (L.) L.","Alyssum alyssoides","Brassicaceae","Brassicales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,0.106887158317761,36.4964106031181,63.3967022385641,"R/SR","@rgb(0,93,162)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"121","Alyssum montanum L.","Alyssum montanum","Brassicaceae","Brassicales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,3.59890505042695,74.9941364600748,21.4069584894982,"S/SR","@rgb(9,191,55)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"122","Amaioua corymbosa Kunth","Amaioua glomerulata","Rubiaceae","Gentianales","Asteranae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,49.4860467665262,40.8912663618222,9.62268687165164,"CS","@rgb(126,104,25)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"123","Amaranthus caudatus L.","Amaranthus caudatus","Amaranthaceae","Caryophyllales","Caryophyllanae","Dicot","Kleyer","annual","forb",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,61.2296109829366,6.09051996768849,32.679869049375,"C/CR","@rgb(156,16,83)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"124","Amaranthus deflexus L.","Amaranthus deflexus","Amaranthaceae","Caryophyllales","Caryophyllanae","Dicot","Cerabolini/Pierce","perennial","forb",0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,31.0495959541329,0,68.950404045867,"R/CR","@rgb(79,0,176)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"125","Amaranthus lividus L.","Amaranthus blitum subsp. oleraceus","Amaranthaceae","Caryophyllales","Caryophyllanae","Dicot","Kleyer","annual","forb",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,17.0278185210157,0,82.9721814789843,"R/CR","@rgb(43,0,212)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"126","Amaranthus powelli S. Watson","Amaranthus powellii","Amaranthaceae","Caryophyllales","Caryophyllanae","Dicot","Cerabolini/Pierce","annual","forb",1,1,0,0,0,0,0,2,1,1,1,1,1,0,0,1,0,0,0,1,1,0,8,41.4045611639184,17.1862926984199,41.4091461376617,"CR/CSR","@rgb(106,44,106)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"127","Amaranthus retroflexus L.","Amaranthus retroflexus","Amaranthaceae","Caryophyllales","Caryophyllanae","Dicot","Kleyer","annual","forb",1,1,0,0,0,0,0,2,0,1,1,1,1,0,0,1,0,0,0,1,1,0,7,52.1419219996987,23.6913235551783,24.1667544451231,"C/CSR","@rgb(133,60,62)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"128","Ambrosia artemisiifolia L.","Ambrosia artemisiifolia","Asteraceae","Asterales","Asteranae","Dicot","Cerabolini/Pierce","annual","forb",1,1,0,0,0,0,0,2,1,0,1,1,1,0,1,1,0,0,0,1,1,0,8,49.6635743789516,23.0421915179457,27.2942341031027,"C/CSR","@rgb(127,59,70)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"129","Ambrosia coronopifolia Torr. & A. Gray","Ambrosia psilostachya","Asteraceae","Asterales","Asteranae","Dicot","Kleyer","perennial","forb",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,16.9808964166896,46.4502894279789,36.5688141553315,"SR/CSR","@rgb(43,118,93)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"130","Ambrosia psilostachya DC.","Ambrosia psilostachya","Asteraceae","Asterales","Asteranae","Dicot","Buffa","perennial","forb",1,1,0,0,0,0,0,2,1,1,1,1,1,0,0,1,0,0,0,1,1,0,8,15.8954957412001,61.3399445200277,22.7645597387722,"S/CSR","@rgb(41,156,58)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"131","Ambrosia trifida L.","Ambrosia trifida","Asteraceae","Asterales","Asteranae","Dicot","Kleyer","annual","forb",1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,6,60.1355398010739,9.38252589299149,30.4819343059346,"C/CR","@rgb(153,24,78)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"132","Amelanchier lamarckii F.G. Schroed.","Amelanchier lamarckii","Rosaceae","Rosales","Rosanae","Dicot","Kleyer","perennial","shrub",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,26.4065520747846,67.0303354979982,6.56311242721712,"S/CS","@rgb(67,171,17)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"133","Amelanchier ovalis Medik.","Amelanchier ovalis","Rosaceae","Rosales","Rosanae","Dicot","Cerabolini/Pierce","perennial","tree",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,16.2382075761502,64.7323934392997,19.0293989845502,"S/CSR","@rgb(41,165,49)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"134","Ammannia coccinea Rottb.","Ammannia coccinea","Lythraceae","Myrtales","Rosanae","Dicot","Cerabolini/Pierce","perennial","forb",1,1,0,0,0,0,0,2,1,1,1,1,1,0,1,1,0,0,0,1,1,0,9,34.4706118453257,7.77384948052979,57.7555386741445,"CR","@rgb(88,20,147)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"135","Ammi majus L.","Ammi majus","Apiaceae","Apiales","Asteranae","Dicot","Kleyer","annual","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,6,6.46217606109483,0,93.5378239389052,"R","@rgb(16,0,239)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"136","Ammophila littoralis (Beauv.) Rothm.","Calamagrostis arenaria subsp. australis","Poaceae","Poales","Lilianae","Monocot","Cerabolini","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,31.1194818226076,68.8805181773924,0,"S/CS","@rgb(79,176,0)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"137","Amorpha canescens Pursh","Amorpha canescens","Fabaceae","Fabales","Rosanae","Dicot","Reich","perennial","shrub",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24.0387099873371,60.0156098099586,15.9456802027043,"S/CSR","@rgb(61,153,41)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"138","Amorpha fruticosa L.","Amorpha fruticosa","Fabaceae","Fabales","Rosanae","Dicot","Buffa","perennial","shrub",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,5,40.3789092757635,39.0894107514772,20.5316799727593,"CS/CSR","@rgb(103,100,52)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"139","Amphilophium paniculatum (L.) Kunth","Amphilophium paniculatum","Bignoniaceae","Lamiales","Asteranae","Dicot","Wright","perennial","shrub",0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5,53.2162799598211,28.5227259730915,18.2609940670874,"C/CSR","@rgb(136,73,47)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"140","Anacamptis pyramidalis (L.) Rich.","Anacamptis pyramidalis","Orchidaceae","Asparagales","Lilianae","Monocot","Cerabolini/Pierce2","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,44.9834281109161,0,55.0165718890839,"CR","@rgb(115,0,140)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
