Group,Order,Family,Genus,Orignal_Name,Accepted_Name,Seed_Dispersal_Category,Seed_Dispersal_Orignal_Discription,Seed_Dispersal_Data_Source
Superasteridae,Gentianales,Rubiaceae,Mycetia,Mycetia gracilis,Mycetia gracilis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Superasteridae,Gentianales,Rubiaceae,Mycetia,Mycetia hirta,Mycetia hirta,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Superasteridae,Gentianales,Rubiaceae,Nauclea,Nauclea officinalis,Nauclea officinalis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Superasteridae,Gentianales,Rubiaceae,Nauclea,Nauclea orientalis,Nauclea orientalis,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Nematostylis,Nematostylis anthophylla,Nematostylis anthophylla,Anemochory,Wind,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Nenax,Nenax cinerea,Nenax cinerea,Anemochory,Wind,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Neolamarckia,Neolamarckia cadamba,Neolamarckia cadamba,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Superasteridae,Gentianales,Rubiaceae,Neonauclea,Neonauclea tsaiana,Neonauclea tsaiana,Anemochory,Anemochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Superasteridae,Gentianales,Rubiaceae,Nertera,Nertera granadensis,Nertera granadensis,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia corymbosa,Oldenlandia corymbosa,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia filicaulis,Oldenlandia filicaulis,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia galioides,Scleromitrion galioides,Zoochory,epizoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia lancifolia,Oldenlandia lancifolia,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Oldenlandia,Hedyotis auricularia var. melanesica,Exallage lapeyrousei,Autochory,barochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia mitrasacmoides,Paranotis mitrasacmoides,Zoochory,epizoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Oldenlandia,Hedyotis prostrata,Oldenlandia affinis,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia pterospora,Paranotis pterospora,Hydrochory,hydrochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia salzmannii,Oldenlandia salzmannii,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Opercularia,Opercularia aspera,Opercularia aspera,Zoochory,a-ant,Australian Fire Ecology Database
Superasteridae,Gentianales,Rubiaceae,Opercularia,Opercularia diphylla,Opercularia diphylla,Zoochory,a-ant,Australian Fire Ecology Database
Superasteridae,Gentianales,Rubiaceae,Opercularia,Opercularia hispida,Opercularia hispida,Zoochory,myrmecochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Opercularia,Opercularia ovata,Opercularia ovata,Zoochory,myrmecochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Opercularia,Opercularia scabrida,Opercularia scabrida,Zoochory,zoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Opercularia,Opercularia turpis,Opercularia turpis,Zoochory,zoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Opercularia,Opercularia varia,Opercularia varia,Zoochory,a-ant,Australian Fire Ecology Database
Superasteridae,Gentianales,Rubiaceae,Otomeria,Bromelia dilatata,Otomeria elatior,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea affinis,Palicourea affinis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea alajuelensis,Palicourea alajuelensis,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea trichophora,Palicourea amethystina,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea coriacea,Palicourea coriacea,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea rosea,Palicourea crocea,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea croceoides,Palicourea croceoides,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea faxlucens,Palicourea faxlucens,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea forsteronioides,Palicourea gardenioides,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea goyazensis,Palicourea guianensis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea longiflora,Palicourea longiflora,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea lupulina,Palicourea lutulenta,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea macrobotrys,Palicourea macrobotrys,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea marcgravii,Palicourea marcgravii,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea mello-barretoi,Palicourea mello-barretoi,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea nitidella,Palicourea nitidella,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea colorata,Palicourea obovata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea officinalis,Palicourea officinalis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea prunifolia,Palicourea padifolia,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea sessilis,Palicourea pensilis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea rigida,Palicourea rigida,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea sclerophylla,Palicourea sclerophylla,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea sphaerocephala,Palicourea stenosepala,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea stipulosa,Palicourea stipularis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea subspicata,Palicourea subspicata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea tenerior,Palicourea herrerae,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea tetragona,Palicourea tetragona,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea tetraphylla,Palicourea tetraphylla,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea tricephala,Palicourea triphylla,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea urbaniana,Palicourea urbaniana,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Palicourea,Palicourea bracteocardia,Palicourea virens,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Pavetta,Pavetta hongkongensis,Pavetta hongkongensis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Superasteridae,Gentianales,Rubiaceae,Pavetta,Pavetta polyantha,Pavetta tomentosa,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Superasteridae,Gentianales,Rubiaceae,Pertusadina,Pertusadina metcalfii,Adina metcalfii,Anemochory,Anemochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Superasteridae,Gentianales,Rubiaceae,Phialanthus,Paepalanthus linearis,Phialanthus linearis,Anemochory,anemochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Pinckneya,Pinckneya bracteata,Pinckneya pubens,Autochory,unassisted/short-distance,"Cold Tolerance, Seed Size and Height of North American Forest Tree Species"
Superasteridae,Gentianales,Rubiaceae,Planaltina,Planaltina capitata,Planaltina capitata,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Planaltina,Planaltina lanigera,Planaltina lanigera,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Planaltina,Planaltina myndeliana,Planaltina myndeliana,Autochory,autochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Plocama,Putoria calabrica,Plocama calabrica,Zoochory,Endozoochorous,EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora
Superasteridae,Gentianales,Rubiaceae,Pomax,Pomax umbellata,Pomax umbellata,Zoochory,epizoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Posoqueria,Posoqueria acutifolia,Posoqueria acutifolia,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Posoqueria,Posoqueria coriacea,Posoqueria coriacea,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Posoqueria,Posoqueria latifolia,Posoqueria latifolia,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Posoqueria,Posoqueria longiflora,Posoqueria longiflora,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Posoqueria,Posoqueria trinitatis,Posoqueria trinitatis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria amplectans,Palicourea amplectens,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria anceps,Psychotria anceps,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria arenosa,Psychotria arenosa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria asiatica,Psychotria asiatica,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria bahiensis,Psychotria bahiensis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria boninensis,Psychotria boninensis,Zoochory,bird,"Global Seed Mass, Plant Height Database"
Superasteridae,Gentianales,Rubiaceae,Psychotria,Palicourea gracilenta,Rudgea citrifolia,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria bradei,Psychotria bradei,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Palicourea brevicollis,Psychotria breviflora,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Palicourea capitata,Palicourea violacea,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Eumachia kappleri,Eumachia carnea,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria carthagenensis,Psychotria carthagenensis,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria chagrensis,Psychotria chagrensis,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria coelospermum,Psychotria coelospermum,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Psychotria,Palicourea acuminata,Palicourea cuspidata,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria dallachiana,Psychotria dallachiana,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Psychotria,Palicourea deflexa,Palicourea deflexa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria flava,Psychotria flava,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria formosa,Psychotria formosa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Palicourea galeottiana,Palicourea galeottiana,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria hastisepala,Psychotria hastisepala,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Palicourea hoffmannseggiana,Palicourea hoffmannseggiana,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria horizontalis,Psychotria horizontalis,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria lasiostylis,Psychotria lasiostylis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria leiocarpa,Psychotria leiocarpa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria limonensis,Psychotria limonensis,Zoochory,bird,"Global Seed Mass, Plant Height Database"
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria loniceroides,Psychotria loniceroides,Zoochory,a-vertebrate,Australian Fire Ecology Database
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria mapourioides,Psychotria pedunculosa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria marginata,Psychotria marginata,Zoochory,bird,"Global Seed Mass, Plant Height Database"
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria microcarpa,Psychotria microcarpa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria morindoides,Psychotria morindoides,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria myriantha,Palicourea mamillaris,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria nemorosa,Psychotria nemorosa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria nervosa,Psychotria nervosa,Zoochory,animal,"Cold Tolerance, Seed Size and Height of North American Forest Tree Species"
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria officinalis,Palicourea tenerior,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria oreadum,Psychotria oreadum,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria paludosa,Psychotria paludosa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria papantlensis,Psychotria papantlensis,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Psychotria,Palicourea pseudinundata,Palicourea reticulata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Palicourea tomentosa,Palicourea tomentosa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Palicourea racemosa,Palicourea racemosa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria rhytidocarpa,Psychotria rhytidocarpa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria rondonii,Psychotria rondonii,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria rupestris,Psychotria rupestris,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria sarapiquensis,Psychotria sarapiquensis,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria serpens,Psychotria serpens,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Psychotria,Palicourea simiarum,Palicourea simiarum,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria spathicalyx,Psychotria spathicalyx,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria stachyoides,Psychotria stachyoides,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria subacuminalis,Psychotria subacuminalis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria subspathulata,Psychotria subspathulata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria subtriflora,Psychotria subtriflora,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria tenuicaulis,Psychotria tenuicaulis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria tenuifolia,Psychotria tenuifolia,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria tomentella,Psychotria tomentella,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria trivialis,Psychotria trivialis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria uberabana,Psychotria uberabana,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria vellosiana,Palicourea sessilis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria warmingii,Psychotria warmingii,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psychotria,Psychotria xantholoba,Psychotria xantholoba,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psydrax,Psydrax ammophila,Psydrax ammophilus,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Psydrax,Psydrax attenuata,Psydrax attenuatus,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Psydrax,Psydrax dicoccos,Psydrax dicoccos,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Superasteridae,Gentianales,Rubiaceae,Psydrax,Psydrax lamprophylla,Psydrax lamprophylla,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Psydrax,Psydrax latifolia,Psydrax latifolius,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Psydrax,Psydrax odorata,Psydrax odorata,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Psydrax,Psydrax oleifolia,Psydrax oleifolius,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Psydrax,Psydrax suaveolens,Psydrax suaveolens,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Psyllocarpus,Psyllocarpus asparagoides,Tapanhuacanga asparagoides,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psyllocarpus,Psyllocarpus goiasensis,Tapanhuacanga goiasensis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psyllocarpus,Psyllocarpus laricoides,Tapanhuacanga laricoides,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psyllocarpus,Psyllocarpus phyllocephalus,Tapanhuacanga phyllocephala,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Psyllocarpus,Psyllocarpus schwackei,Tapanhuacanga schwackei,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Randia,Randia armata,Randia armata,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Randia,Randia calycina,Randia calycina,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Randia,Randia pterocarpa,Randia pterocarpa,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Randia,Randia retroflexa,Randia retroflexa,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Randia,Randia tuberculosa,Randia tuberculosa,Zoochory,zoochory,"AusTraits, a curated plant trait database for the Australian flora"
Superasteridae,Gentianales,Rubiaceae,Razafimandimbisonia,Razafimandimbisonia minor,Razafimandimbisonia minor,Anemochory,Wind,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Remijia,Remijia amazonica,Remijia amazonica,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Remijia,Remijia ferruginea,Remijia ferruginea,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Richardia,Richardia brasiliensis,Richardia brasiliensis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Richardia,Richardia grandiflora,Richardia grandiflora,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Richardia,Richardia humistrata,Richardia humistrata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Richardia,Richardia pedicellata,Richardia pedicellata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Richardia,Richardia scabra,Richardia scabra,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Richardia,Richardia schumannii,Richardia schumannii,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Richardia,Richardia stellaris,Richardia stellaris,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Superasteridae,Gentianales,Rubiaceae,Rosenbergiodendron,Rosenbergiodendron longiflorum,Rosenbergiodendron longiflorum,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Rubia,Rubia cordifolia,Rubia cordifolia,Zoochory,Endo,"Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau"
Superasteridae,Gentianales,Rubiaceae,Rubia,Rubia membranacea,Rubia membranacea,Zoochory,Endo,"Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau"
Superasteridae,Gentianales,Rubiaceae,Rubia,Rubia ovatifolia,Rubia ovatifolia,Zoochory,Endo,"Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau"
Superasteridae,Gentianales,Rubiaceae,Rubia,Rubia peregrina,Rubia peregrina,Zoochory,Animal,KEW Seed Information Database (SID)
Superasteridae,Gentianales,Rubiaceae,Rubia,Rubia sylvatica,Rubia sylvatica,Zoochory,Endo,"Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau"
Superasteridae,Gentianales,Rubiaceae,Rubia,Rubia tatarica,Rubia tatarica,Zoochory,Epizoochory,Seed dispersal distance classes and dispersal modes for the European flora
