"AcceptedName","Habit","NativeStatus","n_nurseries","StatesSold","NativeRange","StatesRegulated","P_conventional","P_native","Rank"
"Sanguisorba canadensis","Forb/herb","EFNative",9,"MA, PA, ME, VT, NH, NJ","IL, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.01953125,0.0481927710843374,597
"Asclepias sullivantii","Forb/herb","EFNative",5,"MA, PA, OH, VT","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MI, OH, AR",NA,0.0078125,0.036144578313253,598
"Carex leavenworthii","Grass","EFNative",5,"MD, NJ, PA","IL, IA, KS, MO, NE, OK, SD, IN, MI, NJ, NY, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.036144578313253,599
"Carex sprengelii","Grass","EFNative",5,"NJ, PA, MD, CT, MA","CO, MT, WY, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, PA, VT, NM, DE",NA,0.0078125,0.036144578313253,600
"Coreopsis tinctoria","Forb/herb","EFNative",5,"MD, PA, NH, VA","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.036144578313253,601
"Luzula multiflora","Grass","EFNative",5,"VA, CT, PA, WV","AK, MT, OR, IL, IA, MN, ND, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, DE, KY, MD, TN, VA",NA,0.0078125,0.036144578313253,602
"Marshallia grandiflora","Forb/herb","EFNative",5,"DE, PA, WV, VA","NC",NA,0.0078125,0.036144578313253,603
"Medeola virginiana","Forb/herb","EFNative",5,"RI, PA, VA, WV","IL, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.036144578313253,604
"Pteridium aquilinum","Forb/herb","EFNative",5,"MD, PA, ME, VA, MA","AL, AZ, AR, CA, CO, CT, DE, FL, GA, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NV, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VT, VA, WA, WV, WI, WY",NA,0.0078125,0.036144578313253,605
"Rudbeckia subtomentosa","Forb/herb","EFNative",42,"KY, NY, MD, NH, RI, CT, PA, VA, ME, DE, VT, OH, WV, NJ","IL, IA, KS, MN, MO, OK, WI, CT, IN, MA, MI, NY, TX, AR, KY, LA, MS, NC, TN",NA,0.1171875,0.144578313253012,606
"Kalmia latifolia","Shrub","EFNative",83,"DE, NY, ME, CT, NJ, MA, RI, MD, PA, VA, OH, NH, VT","CT, IN, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.23828125,0.265060240963855,607
"Rhododendron calendulaceum","Shrub","EFNative",30,"PA, CT, ME, OH, NJ, DE, NY, MA, VA, MD, NH, VT","NY, OH, PA, WV, AL, GA, KY, MD, NC, SC, TN, VA",NA,0.08203125,0.108433734939759,608
"Rhododendron atlanticum","Shrub","EFNative",26,"NY, PA, CT, VA, NH, NJ, DE, MD, MA, ME, VT","PA, DE, GA, MD, NC, SC, VA",NA,0.0703125,0.0963855421686747,609
"Amsonia tabernaemontana","Forb/herb","EFNative",71,"MA, KY, NY, MD, NH, RI, PA, CT, ME, NJ, VA, OH, DE, VT, WV","IL, IA, KS, MO, OK, IN, PA, NV, TX, AL, AR, DE, GA, KY, LA, NC, SC, TN, VA",NA,0.203125,0.228915662650602,610
"Liatris pycnostachya","Forb/herb","EFNative",18,"MA, RI, MD, OH, PA, DE, ME, VA, NJ, VT","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MA, MI, NJ, NY, OH, PA, TX, AR, KY, LA, MS",NA,0.046875,0.072289156626506,611
"Rhus aromatica","Shrub","EFNative",112,"OH, MD, KY, NY, NJ, PA, MA, RI, CT, ME, VA, DE, VT, NH","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, VT, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.32421875,0.349397590361446,612
"Aesculus flava","Shrub","EFNative",14,"OH, VT, NJ, DE, PA, MD","IL, IN, NJ, OH, PA, WV, AL, GA, KY, MD, NC, SC, TN, VA",NA,0.03515625,0.0602409638554217,613
"Amorpha canescens","Shrub","EFNative",10,"MA, NJ, VA, PA, DE","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MI, AZ, NM, TX, AR, MS",NA,0.0234375,0.0481927710843374,614
"Allium canadense","Forb/herb","EFNative",6,"RI, PA, VA, NJ","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA","MI",0.01171875,0.036144578313253,615
"Carex lacustris","Grass","EFNative",6,"MA, MD, ME, PA","ID, MT, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, KY, MD, VA",NA,0.01171875,0.036144578313253,616
"Eleocharis palustris","Grass","EFNative",6,"MD, PA, MA, ME, VA","AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.036144578313253,617
"Gaillardia pulchella","Forb/herb","EFNative",6,"MA, WV, VT, VA","CO, KS, MO, NE, OK, SD, AZ, NM, TX",NA,0.01171875,0.036144578313253,618
"Helianthus microcephalus","Forb/herb","EFNative",6,"MD, PA, NJ, VA","IL, IA, MN, CT, IN, MI, NJ, OH, PA, WV, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.036144578313253,619
"Rhododendron cumberlandense","Shrub","EFNative",6,"PA, MD, VT","AL, GA, KY, NC, TN, VA",NA,0.01171875,0.036144578313253,620
"Silphium integrifolium","Forb/herb","EFNative",6,"MD, MA, PA, VA","WY, IL, IA, KS, MO, NE, OK, SD, WI, IN, MI, NM, TX, AL, AR, KY, LA, MS, TN",NA,0.01171875,0.036144578313253,621
"Andersonglossum virginianum","Forb/herb","EFNative",2,"PA, VA","IL, MO, OK, CT, IN, MI, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,622
"Andropogon gyrans","Grass","EFNative",2,"VA","IL, MO, OK, IN, NJ, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,623
"Arabidopsis lyrata","Forb/herb","EFNative",2,"MD, PA","AK, WA, IL, IA, MN, MO, WI, CT, IN, MA, MI, NJ, NY, OH, PA, VT, WV, AL, DE, GA, KY, MD, MS, NC, TN, VA",NA,0,0.0240963855421687,624
"Aristolochia serpentaria","Forb/herb","EFNative",2,"VA","IL, IA, KS, MO, OK, CT, IN, MI, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,625
"Bidens frondosa","Forb/herb","EFNative",2,"MD","AK, CO, ID, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,626
"Bolboschoenus robustus","Grass","EFNative",2,"VA, MD","CT, ME, MA, NH, NJ, NY, PA, RI, CA, TX, AL, AR, DE, FL, GA, LA, MD, MS, NC, SC, VA",NA,0,0.0240963855421687,627
"Calopogon tuberosus","Forb/herb","EFNative",2,"PA","IL, IA, MN, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,628
"Carex cephalophora","Grass","EFNative",2,"RI, MA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0,0.0240963855421687,629
"Carex glaucodea","Grass","EFNative",2,"MD, VA","IL, MO, OK, CT, IN, MA, NH, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,630
"Carex muehlenbergii","Grass","EFNative",2,"CT, VA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,631
"Carex nigromarginata","Grass","EFNative",2,"VA","IL, MO, CT, IN, MA, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,632
"Cirsium muticum","Forb/herb","EFNative",2,"MA","IL, IA, MN, MO, ND, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0,0.0240963855421687,633
"Clematis crispa","Vine","EFNative",2,"VA","IL, MO, OK, TX, AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,634
"Clematis occidentalis","Vine","EFNative",2,"PA, VA","CO, ID, MT, OR, WA, WY, IL, IA, MN, WI, CT, ME, MA, MI, NH, NJ, NY, PA, RI, VT, WV, UT, NM, DE, MD, NC, VA",NA,0,0.0240963855421687,635
"Clematis ochroleuca","Forb/herb","EFNative",2,"VA","NJ, NY, GA, MD, NC, SC, VA",NA,0,0.0240963855421687,636
"Clitoria mariana","Forb/herb","EFNative",2,"VA","IL, IA, KS, NE, OK, SD, WI, IN, ME, NJ, NY, WV, AZ, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, TN, VA",NA,0,0.0240963855421687,637
"Coleataenia anceps","Grass","EFNative",2,"VA, MD","IL, IA, KS, MO, OK, IN, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,638
"Cyrilla racemiflora","Shrub","EFNative",2,"VA","TX, AL, DE, FL, GA, LA, MS, NC, SC, VA",NA,0,0.0240963855421687,639
"Cystopteris fragilis","Forb/herb","EFNative",2,"PA, VA","AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, ND, NE, SD, WI, CT, ME, MA, MI, NH, NY, OH, PA, VT, AZ, CA, NV, UT, NM, TX, NC, VA",NA,0,0.0240963855421687,640
"Desmodium paniculatum","Forb/herb","EFNative",2,"VA, MA","IL, MN, OK, IN, ME, MA, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,641
"Dichanthelium acuminatum","Grass","EFNative",2,"VA, MD","CT, MA, NH, NJ, NY, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, LA, MD, MS, NC, SC, VA",NA,0,0.0240963855421687,642
"Dichanthelium boscii","Grass","EFNative",2,"PA, VA","IL, KS, MO, OK, CT, IN, MA, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,643
"Doellingeria infirma","Forb/herb","EFNative",2,"MD, VA","CT, MA, NJ, NY, OH, PA, RI, WV, AL, DE, FL, GA, KY, MD, NC, SC, TN, VA",NA,0,0.0240963855421687,644
"Elephantopus tomentosus","Forb/herb","EFNative",2,"VA","OK, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,645
"Erianthus giganteus","Grass","EFNative",2,"VA, MD","IL, MO, OK, NJ, NY, PA, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,646
"Gaylussacia frondosa","Shrub","EFNative",2,"PA, VA","CT, MA, NH, NJ, NY, PA, RI, DE, GA, MD, NC, SC, VA",NA,0,0.0240963855421687,647
"Gentiana saponaria","Forb/herb","EFNative",2,"VA","IL, OK, WI, IN, MI, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,648
"Gentianopsis crinita","Forb/herb","EFNative",2,"MA, PA","IL, IA, MN, ND, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, GA, MD, NC, TN, VA",NA,0,0.0240963855421687,649
"Geum aleppicum","Forb/herb","EFNative",2,"MA, NJ","AK, CO, ID, MT, OR, WA, WY, IL, IA, MN, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, RI, VT, WV, AZ, CA, UT, NM, MD, NC, TN, VA",NA,0,0.0240963855421687,650
"Hackelia virginiana","Forb/herb","EFNative",2,"NJ, MA","IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,651
"Hieracium gronovii","Forb/herb","EFNative",2,"VA, PA","IL, KS, MN, MO, OK, CT, IN, ME, MA, MI, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,652
"Hylodesmum nudiflorum","Forb/herb","EFNative",2,"VA, MA","IL, IA, MN, MO, OK, WI, IN, MI, NH, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,653
"Ipomoea pandurata","Forb/herb","EFNative",2,"PA","IL, KS, MO, OK, CT, IN, MI, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,654
"Krigia virginica","Forb/herb","EFNative",2,"PA, CT","IL, IA, MN, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,655
"Lespedeza violacea","Forb/herb","EFNative",2,"MD, PA","IL, IA, KS, MN, MO, NE, OK, WI, IN, ME, MI, NY, OH, PA, VT, WV, TX, AL, AR, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,656
"Ludwigia decurrens","Forb/herb","EFNative",2,"PA, VA","IL, MO, OK, WI, IN, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA","CA",0,0.0240963855421687,657
"Lycopus uniflorus","Forb/herb","EFNative",2,"VA, NJ","AK, CO, ID, MT, WY, IL, IA, KS, MN, MO, ND, NE, CT, ME, MI, NH, NY, RI, VT, CA, AR, KY, MD, NC, TN, VA",NA,0,0.0240963855421687,658
"Lycopus virginicus","Forb/herb","EFNative",2,"NJ, VA","ID, IL, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, RI, VT, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,659
"Melothria pendula","Forb/herb","EFNative",2,"VA","IL, KS, MO, OK, IN, PA, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,660
"Neviusia alabamensis","Shrub","EFNative",2,"PA, NJ","AL, AR, GA, KY, MS, TN",NA,0,0.0240963855421687,661
"Nuphar lutea","Forb/herb","EFNative",2,"NJ, MD","AL, AZ, AR, CA, CO, CT, DE, FL, GA, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NV, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VT, VA, WA, WV, WI, WY",NA,0,0.0240963855421687,662
"Osmorhiza longistylis","Forb/herb","EFNative",2,"PA, VA","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, NM, TX, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,663
"Panax quinquefolius","Forb/herb","EFNative",2,"PA, OH","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA","All",0,0.0240963855421687,664
"Pedicularis canadensis","Forb/herb","EFNative",2,"MA, PA","CO, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, RI, VT, WV, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,665
"Poa nemoralis","Grass","EFNative",2,"NJ, MD","AK, CO, ID, MT, OR, WA, WY, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, AZ, CA, NV, UT, TX, DE, MD, NC, TN, VA",NA,0,0.0240963855421687,666
"Prunus pensylvanica","Shrub","EFNative",2,"MD, PA","CO, MT, WY, IL, IA, MN, ND, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, GA, MD, NC, TN, VA",NA,0,0.0240963855421687,667
"Pycnanthemum torreyi","Forb/herb","EFNative",2,"VA","IL, KS, MO, CT, NJ, NY, PA, WV, DE, GA, MD, NC, SC, TN",NA,0,0.0240963855421687,668
"Rhynchospora capitellata","Grass","EFNative",2,"VA, PA","OR, IL, KS, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, CA, TX, AL, AR, DE, GA, KY, MD, MS, NC, TN, VA",NA,0,0.0240963855421687,669
"Rubus flagellaris","Shrub","EFNative",2,"PA, NJ","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,670
"Salix amygdaloides","Shrub","EFNative",2,"PA","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MI, NY, OH, PA, VT, AZ, NV, UT, NM, TX, KY",NA,0,0.0240963855421687,671
"Scutellaria elliptica","Forb/herb","EFNative",2,"PA, VA","IL, MO, IN, MI, NY, OH, PA, WV, TX, AL, FL, GA, KY, LA, MD, MS, NC, TN, VA",NA,0,0.0240963855421687,672
"Sisyrinchium atlanticum","Forb/herb","EFNative",2,"RI, PA","IL, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,673
"Solidago arguta","Forb/herb","EFNative",2,"PA, MA","IL, KS, MO, OK, CT, ME, MA, NH, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,674
"Strophostyles umbellata","Forb/herb","EFNative",2,"MD, VA","IL, KS, OK, NJ, NY, PA, VT, TX, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,675
"Symphyotrichum dumosum","Forb/herb","EFNative",2,"PA, VA","IL, IA, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,676
"Symphyotrichum undulatum","Forb/herb","EFNative",2,"VA","IL, CT, IN, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,677
"Triosteum aurantiacum","Forb/herb","EFNative",2,"PA, OH","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AR, DE, GA, KY, MD, NC, SC, TN, VA",NA,0,0.0240963855421687,678
"Valeriana pauciflora","Forb/herb","EFNative",2,"PA","IL, IN, OH, PA, WV, AL, KY, MD, TN, VA",NA,0,0.0240963855421687,679
"Verbena urticifolia","Forb/herb","EFNative",2,"VA, NJ","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0240963855421687,680
"Zephyranthes atamasco","Forb/herb","EFNative",2,"VA","AL, FL, GA, MD, MS, NC, SC, VA",NA,0,0.0240963855421687,681
"Spigelia marilandica","Forb/herb","EFNative",43,"MA, NY, RI, PA, ME, OH, VA, DE, NJ, WV, CT, MD, VT, NH","IL, MO, OK, IN, TX, AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.12109375,0.144578313253012,682
"Quercus muehlenbergii","Tree","EFNative",39,"VA, NJ, OH, PA, KY, NY, MD, VT","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, VT, WV, NM, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.109375,0.132530120481928,683
"Pinus resinosa","Tree","EFNative",15,"DE, PA, MA, MD, ME, OH, CT","IL, MN, WI, CT, ME, MA, MI, NH, NJ, NY, PA, VT, WV",NA,0.0390625,0.0602409638554217,684
"Carya illinoinensis","Tree","EFNative",11,"OH, PA, MD, VA","IL, IA, KS, MO, OK, IN, TX, AR, KY, LA, MS, TN",NA,0.02734375,0.0481927710843374,685
"Deschampsia cespitosa","Grass","EFNative",56,"OH, NY, MD, PA, RI, NJ, ME, VT, VA, DE, CT, NH, WV, MA","AK, CO, ID, MT, OR, WA, WY, IL, MN, ND, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, KY, MD, NC, VA",NA,0.16015625,0.180722891566265,686
"Cardamine concatenata","Forb/herb","EFNative",7,"MA, PA, WV, CT, VA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.036144578313253,687
"Carex texensis","Grass","EFNative",7,"VA, MA, PA, NJ, MD, WV","IL, KS, MO, NE, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.036144578313253,688
"Chamaedaphne calyculata","Shrub","EFNative",7,"MA, CT, DE, ME, PA, NH","AK, IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, DE, GA, MD, NC, SC",NA,0.015625,0.036144578313253,689
"Eleocharis geniculata","Grass","EFNative",7,"VA, NJ, MD, PA","IL, NE, OK, IN, MI, NJ, OH, PA, AZ, CA, NV, NM, TX, AL, FL, GA, LA",NA,0.015625,0.036144578313253,690
"Sorbus decora","Shrub","EFNative",7,"NY, ME, PA, MA, NJ","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, VT",NA,0.015625,0.036144578313253,691
"Aconitum uncinatum","Forb/herb","EFNative",3,"MA, DE, VA","IL, IN, OH, PA, WV, AL, GA, KY, MD, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,692
"Aesculus sylvatica","Shrub","EFNative",3,"VA, PA","AL, GA, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,693
"Antennaria parlinii","Forb/herb","EFNative",3,"PA, VA, MD","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,694
"Aristolochia tomentosa","Vine","EFNative",3,"NJ, ME, VA","IL, KS, MO, OK, IN, NY, TX, AL, AR, FL, GA, KY, LA, MS, NC, TN",NA,0.00390625,0.0240963855421687,695
"Asclepias viridis","Forb/herb","EFNative",3,"RI, OH, VA","IL, KS, MO, NE, OK, IN, OH, WV, TX, AL, AR, FL, GA, KY, LA, MS, SC, TN",NA,0.00390625,0.0240963855421687,696
"Bromus kalmii","Grass","EFNative",3,"MA, PA","IL, IA, MN, ND, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, MD, VA",NA,0.00390625,0.0240963855421687,697
"Carex annectens","Grass","EFNative",3,"CT, MD, PA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,698
"Carex jamesii","Grass","EFNative",3,"VA, PA","IL, IA, KS, MN, MO, NE, OK, WI, IN, MI, NJ, NY, OH, PA, WV, TX, AL, AR, KY, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,699
"Carex shortiana","Grass","EFNative",3,"PA, NJ, VA","IL, IA, KS, MO, OK, IN, NY, OH, PA, WV, AR, KY, MD, TN, VA",NA,0.00390625,0.0240963855421687,700
"Cornus drummondii","Shrub","EFNative",3,"VT, OH","IL, IA, KS, MO, NE, OK, SD, WI, IN, MI, NY, OH, PA, TX, AL, AR, GA, KY, LA, MS, TN",NA,0.00390625,0.0240963855421687,701
"Dasiphora fruticosa","Shrub","EFNative",3,"CT, MA, MD","AK, CO, ID, MT, OR, WA, WY, IL, IA, MN, ND, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, AZ, CA, NV, UT, NM",NA,0.00390625,0.0240963855421687,702
"Diarrhena obovata","Grass","EFNative",3,"PA, NJ","IL, MN, WI, NY, PA, WV, KY, TN, VA",NA,0.00390625,0.0240963855421687,703
"Dryopteris celsa","Forb/herb","EFNative",3,"ME, VA","IL, MO, IN, MI, NJ, NY, PA, WV, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,704
"Eragrostis elliottii","Grass","EFNative",3,"MA, PA, MD","MO, OK, TX, AL, AR, FL, GA, LA, MS, NC, SC",NA,0.00390625,0.0240963855421687,705
