"AcceptedName","Habit","NativeStatus","n_nurseries","StatesSold","NativeRange","StatesRegulated","P_conventional","P_native","Rank"
"Aralia nudicaulis","Forb/herb","EFNative",6,"CT, PA, MA, VA, NJ","CO, ID, MT, WA, WY, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.00390625,0.0602409638554217,414
"Blephilia hirsuta","Forb/herb","EFNative",6,"MD, PA, VA","IL, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NY, OH, PA, VT, TX, AL, AR, GA, KY, MD, NC, TN, VA",NA,0.00390625,0.0602409638554217,415
"Corylus cornuta","Shrub","EFNative",6,"PA, CT, VT, MA","CO, ID, MT, OR, WA, WY, IL, IA, MN, ND, SD, WI, CT, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, CA, AL, GA, KY, MD, NC, SC, TN, VA",NA,0.00390625,0.0602409638554217,416
"Delphinium tricorne","Forb/herb","EFNative",6,"PA, VA, OH, WV","IL, IA, KS, MN, MO, NE, OK, IN, OH, PA, WV, AL, AR, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0602409638554217,417
"Dicentra canadensis","Forb/herb","EFNative",6,"PA, MD, VA, WV","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, KY, MD, NC, TN, VA",NA,0.00390625,0.0602409638554217,418
"Distichlis spicata","Grass","EFNative",6,"MA, MD, NJ","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, ME, MA, NH, NJ, NY, OH, PA, RI, AZ, CA, NV, UT, NM, TX, AL, DE, FL, GA, LA, MD, MS, NC, SC, VA",NA,0.00390625,0.0602409638554217,419
"Eleocharis obtusa","Grass","EFNative",6,"MD, PA, NJ, VA","CO, ID, OR, WA, WY, IL, IA, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, CA, NV, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0602409638554217,420
"Glyceria striata","Grass","EFNative",6,"MD, VA, PA, MA, NJ","AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0602409638554217,421
"Hydrangea barbara","Vine","EFNative",6,"VA, PA, OH","AL, AR, DE, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.00390625,0.0602409638554217,422
"Hypericum densiflorum","Shrub","EFNative",6,"MD, PA, VA","MA, NJ, NY, PA, WV, AL, DE, GA, KY, LA, MD, NC, SC, TN, VA",NA,0.00390625,0.0602409638554217,423
"Lespedeza capitata","Forb/herb","EFNative",6,"PA, MD, VA, CT","IL, IA, KS, MN, NE, OK, WI, IN, MA, MI, NY, PA, VT, WV, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0602409638554217,424
"Penstemon laevigatus","Forb/herb","EFNative",6,"VA, NJ, MD","CT, MA, NJ, OH, PA, WV, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0602409638554217,425
"Thalictrum coriaceum","Forb/herb","EFNative",6,"PA, MA, NJ, VA","PA, WV, KY, MD, NC, TN, VA",NA,0.00390625,0.0602409638554217,426
"Liriodendron tulipifera","Tree","EFNative",121,"OH, DE, MA, MD, KY, NY, NJ, RI, PA, VA, CT, VT, NH, ME","IL, MO, CT, IN, MA, MI, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.34375,0.397590361445783,427
"Gelsemium sempervirens","Shrub","EFNative",19,"MD, PA, RI, CT, VA","TX, AL, AR, FL, GA, LA, MS, NC, SC, TN, VA",NA,0.04296875,0.0963855421686747,428
"Pycnanthemum flexuosum","Forb/herb","EFNative",19,"RI, MD, VA, PA, DE, NJ, MA","AL, FL, GA, MS, NC, SC, VA",NA,0.04296875,0.0963855421686747,429
"Calycanthus floridus","Shrub","EFNative",64,"OH, MD, NJ, PA, CT, ME, MA, VA, DE, VT, NY, NH","PA, WV, AL, FL, GA, KY, MS, NC, SC, TN, VA",NA,0.17578125,0.228915662650602,430
"Juglans cinerea","Tree","EFNative",15,"MD, VA, PA, VT, ME, OH","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.03125,0.0843373493975904,431
"Athyrium asplenioides","Forb/herb","EFNative",11,"MA, NJ, MD, VA, DE, PA","IL, KS, MO, OK, CT, IN, MA, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01953125,0.072289156626506,432
"Silene regia","Forb/herb","EFNative",11,"MA, MD, PA, OH, NJ, VA, VT","IL, KS, MO, IN, OH, AL, AR, GA, KY, TN",NA,0.01953125,0.072289156626506,433
"Carex scoparia","Grass","EFNative",7,"NJ, MA, MD, PA","CO, ID, MT, OR, WA, IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NM, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0602409638554217,434
"Quercus montana","Tree","EFNative",7,"PA, NY, VA, MD","IL, MO, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0602409638554217,435
"Scrophularia marilandica","Forb/herb","EFNative",7,"PA, NH, RI, NJ, VA","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0602409638554217,436
"Thalictrum dasycarpum","Forb/herb","EFNative",7,"MA, PA, RI, OH, NJ","CO, ID, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MI, NY, OH, PA, AZ, UT, NM, TX, AL, AR, KY, LA, MS, TN",NA,0.0078125,0.0602409638554217,437
"Waldsteinia fragarioides","Forb/herb","EFNative",28,"DE, MA, RI, PA, MD, ME, VA, NH, WV, NJ, NY, CT, OH","IL, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AL, GA, KY, MD, NC, SC, TN, VA",NA,0.0703125,0.120481927710843,438
"Crataegus phaenopyrum","Shrub","EFNative",20,"MD, NJ, MA, NY, ME, PA, OH, VA","MT, WA, IL, IN, MI, OH, PA, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.046875,0.0963855421686747,439
"Meehania cordata","Forb/herb","EFNative",20,"DE, NY, RI, PA, VA, MD, ME, NH, MA, WV","PA, KY, NC, TN, VA",NA,0.046875,0.0963855421686747,440
"Rhododendron canescens","Shrub","EFNative",12,"VA, PA, NJ, DE, MD, NH, MA","IL, OK, TX, AL, AR, FL, GA, KY, LA, MS, NC, SC, TN",NA,0.0234375,0.072289156626506,441
"Symphyotrichum oolentangiense","Forb/herb","EFNative",12,"MA, MD, NJ, PA, VA, VT","IL, IA, KS, MN, MO, NE, OK, SD, WI, IN, MI, NY, OH, PA, TX, AL, AR, FL, GA, KY, LA, MS, TN",NA,0.0234375,0.072289156626506,442
"Thelypteris palustris","Forb/herb","EFNative",12,"MD, MA, PA, DE, VA, OH","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0234375,0.072289156626506,443
"Carex bicknellii","Grass","EFNative",8,"PA, MD, MA, WV, NJ","IL, IA, KS, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, RI, VT, AR, DE, SC",NA,0.01171875,0.0602409638554217,444
"Elymus canadensis","Grass","EFNative",8,"MA, MD, PA, VA, NJ","AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.01171875,0.0602409638554217,445
"Gillenia stipulata","Forb/herb","EFNative",8,"MA, PA, WV, NJ","IL, KS, MO, OK, IN, MI, NY, OH, PA, WV, TX, AL, AR, GA, KY, LA, MD, MS, NC, TN, VA",NA,0.01171875,0.0602409638554217,446
"Lilium canadense","Forb/herb","EFNative",8,"RI, PA, CT, VA, VT","CT, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.01171875,0.0602409638554217,447
"Solidago ulmifolia","Forb/herb","EFNative",8,"ME, PA, VA, WV, NJ","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, SC, TN, VA",NA,0.01171875,0.0602409638554217,448
"Agalinis purpurea","Forb/herb","EFNative",4,"PA, VA","IL, IA, KS, MN, MO, NE, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0481927710843374,449
"Agrimonia parviflora","Forb/herb","EFNative",4,"MD, VA, NJ","IL, IA, KS, MO, ND, NE, OK, SD, WI, CT, IN, MA, MI, NJ, NY, OH, PA, WV, NM, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0481927710843374,450
"Amphicarpaea bracteata","Forb/herb","EFNative",4,"PA, CT","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0481927710843374,451
"Cirsium pumilum","Forb/herb","EFNative",4,"PA, MA, VA, MD","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, MD, NC, SC, VA",NA,0,0.0481927710843374,452
"Cunila origanoides","Forb/herb","EFNative",4,"VA, PA, NJ","IL, KS, MO, OK, IN, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, MD, NC, SC, TN, VA",NA,0,0.0481927710843374,453
"Cuphea viscosissima","Forb/herb","EFNative",4,"PA, MD, NJ","IL, IA, KS, MO, NE, OK, CT, IN, MA, NH, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0481927710843374,454
"Geum canadense","Forb/herb","EFNative",4,"PA, VA, NJ, MA","MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0481927710843374,455
"Glyceria canadensis","Grass","EFNative",4,"MD, MA, NJ","OR, WA, IL, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, MD, NC, TN, VA",NA,0,0.0481927710843374,456
"Homalosorus pycnocarpos","Forb/herb","EFNative",4,"PA, VA","IL, IA, KS, MN, MO, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0481927710843374,457
"Lonicera canadensis","Shrub","EFNative",4,"CT, PA","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, GA, MD, NC, TN, VA",NA,0,0.0481927710843374,458
"Malus coronaria","Shrub","EFNative",4,"MD, VA, PA","IL, KS, MO, WI, IN, MI, NJ, NY, OH, PA, WV, AL, AR, DE, GA, KY, LA, MD, NC, SC, TN, VA",NA,0,0.0481927710843374,459
"Nabalus altissimus","Forb/herb","EFNative",4,"MA, PA, VA","IL, MO, OK, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, NC, SC, TN, VA",NA,0,0.0481927710843374,460
"Oenothera gaura","Forb/herb","EFNative",4,"VA, PA, NJ","IL, IA, MN, WI, CT, IN, MA, MI, NJ, NY, OH, PA, VT, WV, DE, KY, MD, NC, TN, VA",NA,0,0.0481927710843374,461
"Oenothera perennis","Forb/herb","EFNative",4,"PA, CT","IL, IA, MN, MO, NE, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, RI, VT, WV, DE, KY, MD, NC, SC, TN, VA",NA,0,0.0481927710843374,462
"Osmorhiza claytonii","Forb/herb","EFNative",4,"VA, PA","IL, IA, KS, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, NC, SC, TN, VA",NA,0,0.0481927710843374,463
"Potentilla simplex","Forb/herb","EFNative",4,"PA, VA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0481927710843374,464
"Pseudognaphalium obtusifolium","Forb/herb","EFNative",4,"MA, PA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0,0.0481927710843374,465
"Quercus stellata","Tree","EFNative",4,"PA, VA","IL, IA, KS, MO, OK, CT, IN, MA, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0481927710843374,466
"Salix exigua","Shrub","EFNative",4,"MA, PA","CO, ID, MT, OR, WA, WY, NE, OK, AZ, CA, NV, UT, NM, TX, KY, TN",NA,0,0.0481927710843374,467
"Schoenoplectus tabernaemontani","Grass","EFNative",4,"MD, PA, NJ","AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0481927710843374,468
"Solidago altissima","Forb/herb","EFNative",4,"VA, NJ","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, SC, TN, VA",NA,0,0.0481927710843374,469
"Solidago erecta","Forb/herb","EFNative",4,"MD, VA","CT, IN, MA, NJ, NY, OH, PA, WV, AL, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0,0.0481927710843374,470
"Solidago uliginosa","Forb/herb","EFNative",4,"PA, MD, CT, MA","IL, MN, WI, CT, IN, ME, MI, NH, NY, PA, VT, WV, AL, DE, GA, MD, NC, TN, VA",NA,0,0.0481927710843374,471
"Tephrosia virginiana","Forb/herb","EFNative",4,"CT, PA, VA","IL, IA, KS, MN, MO, OK, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0481927710843374,472
"Tripsacum dactyloides","Grass","EFNative",4,"MD, VA, PA","IL, IA, KS, MO, NE, OK, CT, IN, MA, MI, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0481927710843374,473
"Viola lanceolata","Forb/herb","EFNative",4,"PA, CT, VA, NJ","IL, IA, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, MD, NC, SC, TN, VA",NA,0,0.0481927710843374,474
"Viola sagittata","Forb/herb","EFNative",4,"VA, CT, PA","IL, IA, KS, MN, MO, OK, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0481927710843374,475
"Zanthoxylum americanum","Shrub","EFNative",4,"PA, MA","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0,0.0481927710843374,476
"Robinia pseudoacacia","Tree","EFNative",33,"OH, MD, MA, NJ, PA, VA, ME, VT, NY","IL, PA, VT, AL, GA, KY, MD, TN","MA, ME, MN, NY, WI",0.0859375,0.132530120481928,477
"Trillium erectum","Forb/herb","EFNative",17,"RI, CT, ME, DE, PA, VA, OH, VT, WV","IL, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.0390625,0.0843373493975904,478
"Hydrastis canadensis","Forb/herb","EFNative",13,"PA, MA, CT, VA, VT, WV","IL, IA, MN, MO, WI, CT, IN, MA, MI, NJ, NY, OH, PA, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, TN, VA",NA,0.02734375,0.072289156626506,479
"Magnolia macrophylla","Tree","EFNative",13,"KY, CT, PA, DE, VA, OH, MD, ME","OH, AL, AR, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.02734375,0.072289156626506,480
"Camassia scilloides","Forb/herb","EFNative",9,"MD, PA, DE, VT, VA, WV, OH","IL, IA, KS, MO, OK, WI, IN, MI, OH, PA, WV, TX, AL, AR, GA, KY, LA, MD, MS, SC, TN, VA",NA,0.015625,0.0602409638554217,481
"Sorbus americana","Shrub","EFNative",9,"CT, PA, MD, ME","IL, MN, WI, CT, ME, MA, MI, NH, NJ, NY, PA, RI, VT, WV, GA, MD, NC, SC, TN, VA",NA,0.015625,0.0602409638554217,482
"Trillium recurvatum","Forb/herb","EFNative",9,"ME, PA, CT, VA, OH, WV","IL, IA, MO, WI, IN, MI, NY, OH, TX, AL, AR, KY, LA, MS, TN",NA,0.015625,0.0602409638554217,483
"Viola pubescens","Forb/herb","EFNative",9,"RI, MD, VA, PA, WV","WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, KY, LA, MD, NC, TN, VA",NA,0.015625,0.0602409638554217,484
"Acer spicatum","Shrub","EFNative",5,"MD, CT, PA, ME","IL, IA, MN, WI, IN, MI, NY, OH, PA, VT, GA, KY, MD, TN",NA,0.00390625,0.0481927710843374,485
"Angelica atropurpurea","Forb/herb","EFNative",5,"MA, CT, PA, RI, NJ","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, KY, MD, NC, TN",NA,0.00390625,0.0481927710843374,486
"Decodon verticillatus","Shrub","EFNative",5,"CT, PA, VA, MD","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0481927710843374,487
"Iris fulva","Forb/herb","EFNative",5,"PA, MA, MD","IL, MO, AL, AR, KY, LA, MS, TN",NA,0.00390625,0.0481927710843374,488
"Leersia oryzoides","Grass","EFNative",5,"MD, MA, PA","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0481927710843374,489
"Lyonia ligustrina","Shrub","EFNative",5,"CT, ME, MA, VA","OK, CT, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0481927710843374,490
"Oxalis violacea","Forb/herb","EFNative",5,"DE, VA, PA","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MA, MI, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0481927710843374,491
"Penthorum sedoides","Forb/herb","EFNative",5,"MD, PA, NJ, VA","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0481927710843374,492
"Solidago gigantea","Forb/herb","EFNative",5,"MD, MA, PA, ME, NJ","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, NV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0481927710843374,493
"Symplocarpus foetidus","Forb/herb","EFNative",5,"CT, PA, VA, WV","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, KY, MD, NC, TN, VA",NA,0.00390625,0.0481927710843374,494
"Betula populifolia","Tree","EFNative",46,"MD, NY, NJ, MA, PA, RI, VT, OH, CT, ME, DE, NH, VA","IL, CT, IN, ME, MA, NH, NJ, NY, OH, PA, RI, VT, DE, MD, NC, SC, VA",NA,0.125,0.168674698795181,495
"Aristolochia macrophylla","Vine","EFNative",30,"OH, NY, PA, MA, ME, DE, VA, VT, NH, NJ","NY, PA, VT, WV, GA, KY, MD, NC, SC, TN, VA",NA,0.078125,0.120481927710843,496
"Echinacea paradoxa","Forb/herb","EFNative",26,"MD, MA, DE, VT, VA, CT, PA, RI, ME, OH","MO, OK, TX, AR",NA,0.06640625,0.108433734939759,497
"Phlox glaberrima","Forb/herb","EFNative",22,"PA, CT, OH, MD, DE, VA, NJ, VT, NH, WV","IL, MO, OK, WI, IN, OH, WV, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0546875,0.0963855421686747,498
"Phlox paniculata","Forb/herb","EFNative",116,"DE, KY, MA, OH, PA, NY, MD, NH, RI, CT, NJ, VA, ME, VT, WV","WA, IL, IA, KS, MN, MO, NE, OK, CT, IN, ME, MA, MI, NH, NJ, OH, PA, RI, VT, WV, UT, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.33203125,0.373493975903614,499
"Quercus lyrata","Tree","EFNative",18,"OH, MD, VA, DE, PA, MA","IL, MO, OK, IN, NJ, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.04296875,0.0843373493975904,500
"Alnus incana","Shrub","EFNative",14,"MA, MD, CT, PA, NJ, ME","AK, CO, ID, MT, OR, WA, WY, IL, IA, MN, ND, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, MD, VA",NA,0.03125,0.072289156626506,501
"Calamagrostis breviligulata","Grass","EFNative",14,"NJ, ME, MA, MD, RI, VA","OR, WA, IL, MN, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, RI, VT, CA, DE, MD, NC, SC, VA",NA,0.03125,0.072289156626506,502
"Ratibida columnifera","Forb/herb","EFNative",14,"MA, NY, MD, PA, VT, OH","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MA, NJ, AZ, UT, NM, TX, AR, LA, NC, TN",NA,0.03125,0.072289156626506,503
"Quercus bicolor","Tree","EFNative",104,"OH, MA, MD, KY, NJ, PA, VA, NY, VT, CT, ME, DE, RI, NH","IL, IA, KS, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, KY, MD, NC, TN, VA",NA,0.296875,0.337349397590361,504
"Acer saccharinum","Tree","EFNative",6,"NJ, MD, VA, PA, NH","IL, KS, MN, OK, WI, NY, VT, AL, FL, KY, MD, TN",NA,0.0078125,0.0481927710843374,505
"Adlumia fungosa","Forb/herb","EFNative",6,"MA, PA, DE, RI","MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, KY, MD, NC, TN, VA",NA,0.0078125,0.0481927710843374,506
"Chamaelirium luteum","Forb/herb","EFNative",6,"DE, VA, PA, WV","IL, CT, IN, MA, MI, NJ, NY, OH, PA, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0481927710843374,507
"Epigaea repens","Shrub","EFNative",6,"VA, RI, VT, NH","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0481927710843374,508
"Penstemon pallidus","Forb/herb","EFNative",6,"VA, MD, PA","IL, IA, KS, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, GA, KY, MD, NC, TN, VA",NA,0.0078125,0.0481927710843374,509
"Scutellaria ovata","Forb/herb","EFNative",6,"DE, PA, VA","IL, IA, KS, MN, MO, OK, WI, IN, OH, WV, TX, AL, AR, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0481927710843374,510
"Sporobolus michauxianus","Grass","EFNative",6,"MD, CT, PA, NJ","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, UT, NM, TX, AR, DE, KY, LA, MD, NC, TN, VA",NA,0.0078125,0.0481927710843374,511
"Symphyotrichum firmum","Forb/herb","EFNative",6,"MD, NJ, VA","IA, MN, MO, NE, MI, NY",NA,0.0078125,0.0481927710843374,512
"Trichostema dichotomum","Forb/herb","EFNative",6,"NY, VA, PA","IL, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0481927710843374,513
"Juglans nigra","Tree","EFNative",47,"OH, MD, NJ, ME, VA, CT, VT, PA, DE, NY, MA, NH","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, MA, MI, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.12890625,0.168674698795181,514
"Franklinia alatamaha","Shrub","EFNative",39,"KY, NJ, PA, MA, CT, ME, OH, MD, DE, VA, NH","GA",NA,0.10546875,0.144578313253012,515
